episode,steps,team_return
81,50,-115.74864908388517
82,50,-69.68814335527655
83,50,-129.4328648825945
84,50,-32.02519067060565
85,50,-54.5765653779064
86,50,-65.53936291147996
87,50,-79.34893795701475
88,50,-41.40687087126521
89,50,-57.597111220400265
90,50,-46.1360862688712
91,50,-44.53132552170093
92,50,-46.433270137047316
93,50,-60.98982644631355
94,50,-53.50403937800471
95,50,-44.054295756358066
96,50,-82.65043857199169
97,50,-62.37834442857255
98,50,-76.07402887148008
99,50,-41.62936637655386
100,50,-27.00717562779842
101,50,-59.08058015587312
102,50,-41.74232701721537
103,50,-53.384273885908286
104,50,-52.21464397582431
105,50,-82.47188440248019
106,50,-48.00719020532989
107,50,-82.15661808884568
108,50,-51.63403484176087
109,50,-52.1861475908914
110,50,-59.90350103537401
111,50,-56.35375747634122
112,50,-55.57259332842863
113,50,-46.83144943928689
114,50,-59.24867392299606
115,50,-47.821657478207676
116,50,-63.2452198372271
117,50,-73.28145817036851
118,50,-92.59055826325556
119,50,-61.94084827054215
120,50,-50.869091275534224
121,50,-66.21403129000068
122,50,-80.24913762930187
123,50,-73.6209958877432
124,50,-55.91233553931729
125,50,-73.92330751959632
126,50,-102.84911627028967
127,50,-73.09332964553803
128,50,-60.38265123598623
129,50,-43.06929695343697
130,50,-61.73088242450485
131,50,-57.417877638285006
132,50,-45.035095300448326
133,50,-64.96739261635098
134,50,-56.23444339192653
135,50,-64.8149178324239
136,50,-49.23459430930173
137,50,-82.7297598107321
138,50,-82.77110863542264
139,50,-66.2885044894741
140,50,-43.28091267778916
141,50,-71.44542763918975
142,50,-65.57600969339936
143,50,-86.74988128848067
144,50,-72.01810140355757
145,50,-62.580182923680056
146,50,-54.39041214101695
147,50,-54.62340484388141
148,50,-57.419670049505065
149,50,-47.49871296572595
150,50,-52.39294394660741
151,50,-60.624184713012454
152,50,-57.182330669014924
153,50,-41.31195516810279
154,50,-52.732634911127136
155,50,-139.22253875136403
156,50,-57.95386118656677
157,50,-66.7978595164891
158,50,-59.79745279777843
159,50,-67.66419275275543
160,50,-57.45762366628427
161,50,-42.26007599262041
162,50,-33.4185515084342
163,50,-57.57790117991899
164,50,-57.84110441981516
165,50,-58.01087614593933
166,50,-32.12304356558242
167,50,-60.7452623171865
168,50,-84.36749409537184
169,50,-86.78016323228722
170,50,-42.35563190560883
171,50,-38.83461346206716
172,50,-100.81575377927899
173,50,-53.73153474116689
174,50,-53.12303324337803
175,50,-67.85312139598625
176,50,-71.97992522774875
177,50,-56.37066763514594
178,50,-96.52103426300208
179,50,-48.424645876619195
180,50,-49.71985881918883
181,50,-54.05273424079168
182,50,-57.758305283386
183,50,-41.58387005640856
184,50,-42.93761523062276
185,50,-73.40656353478884
186,50,-41.16749658172324
187,50,-54.4212243404187
188,50,-43.28433003330464
189,50,-72.04329148327625
190,50,-40.98518897405391
191,50,-46.42542908536279
192,50,-72.4114516639491
193,50,-78.68262973433633
194,50,-63.64201487097121
195,50,-66.43975246539958
196,50,-85.00804888883007
197,50,-60.569024315678455
198,50,-54.072892569126076
199,50,-40.07628854399711
200,50,-50.28008990387552
201,50,-45.577634821824375
202,50,-44.351329479578524
203,50,-48.12297383672813
204,50,-52.952023239219045
205,50,-67.02751182505959
206,50,-35.150093668399194
207,50,-43.30622155825301
208,50,-53.713334250751934
209,50,-40.16126794434833
210,50,-63.909320918750325
211,50,-57.51695470918154
212,50,-62.55781866787203
213,50,-69.58301753664959
214,50,-38.85355707103287
215,50,-66.76532700132135
216,50,-49.56347130141631
217,50,-32.60614050658515
218,50,-52.1819991853372
219,50,-53.06604489423192
220,50,-43.0858559985654
221,50,-73.82615093078073
222,50,-100.5375837174146
223,50,-67.15050505008334
224,50,-54.24582092496518
225,50,-42.99504232668774
226,50,-72.28639690719821
227,50,-70.39337107687834
228,50,-47.33345815331489
229,50,-43.67513032307065
230,50,-35.22492549777973
231,50,-43.23813784906143
232,50,-91.11953386331376
233,50,-53.192185737701365
234,50,-58.763942544078525
235,50,-45.03262560179847
236,50,-53.98915966891647
237,50,-49.175901912734425
238,50,-69.26238101996191
239,50,-44.2105672788879
240,50,-59.016162654605225
241,50,-46.48042301783542
242,50,-35.860774221260954
243,50,-94.6849988779455
244,50,-43.55284976478714
245,50,-50.04587636867671
246,50,-56.61289081079411
247,50,-34.07267842002075
248,50,-59.58376731113714
249,50,-54.61602480451183
250,50,-30.322108284133943
251,50,-41.75442963411512
252,50,-71.98115550291922
253,50,-68.22359386131016
254,50,-67.07418464421444
255,50,-50.81904608881428
256,50,-70.83115242413169
257,50,-45.90835834358196
258,50,-46.50584690050453
259,50,-55.00393284535254
260,50,-49.132662019398865
261,50,-60.16498354768468
262,50,-114.48494089529376
263,50,-62.003311064168216
264,50,-35.70708640812128
265,50,-39.967493074173525
266,50,-63.75793753615344
267,50,-66.6518006855713
268,50,-69.5044140277361
269,50,-50.63200829822542
270,50,-47.32863970466535
271,50,-37.91899649902776
272,50,-36.468777596500104
273,50,-70.59551080867014
274,50,-49.69257149563865
275,50,-37.531674197977686
276,50,-48.316606444699396
277,50,-57.00356060192073
278,50,-45.07202710337026
279,50,-66.12522714970635
280,50,-56.90011025224214
281,50,-51.12468834261474
282,50,-47.066386040296635
283,50,-44.84383294868889
284,50,-41.45707955144717
285,50,-42.85149427334035
286,50,-51.56246306302883
287,50,-41.89475725743556
288,50,-92.15543322978291
289,50,-56.60462199066992
290,50,-46.5078199515749
291,50,-64.02192618564908
292,50,-48.0937057569896
293,50,-56.59079762404097
294,50,-43.331553581366855
295,50,-45.00947620753052
296,50,-80.36260293228071
297,50,-106.9729416894283
298,50,-84.08616544551481
299,50,-44.6429715177224
300,50,-78.53274421338635
301,50,-62.43945461157249
302,50,-43.02223308395867
303,50,-98.05981642585552
304,50,-65.07235118166051
305,50,-83.8105602608637
306,50,-48.46841597209665
307,50,-40.90289038276878
308,50,-70.69289369170338
309,50,-43.84781823721806
310,50,-82.75708361932178
311,50,-82.59142479214361
312,50,-81.62217324293607
313,50,-44.73694261396105
314,50,-57.44275460701213
315,50,-59.83405790699078
316,50,-48.093021956865016
317,50,-57.410163216671116
318,50,-56.04389772883379
319,50,-68.82475846654586
320,50,-55.872357583966256
321,50,-62.51067177159385
322,50,-67.00134934435205
323,50,-58.3609050266981
324,50,-50.20107777520087
325,50,-41.45734189719138
326,50,-43.05577301963159
327,50,-65.48611576463085
328,50,-63.492450333663044
329,50,-85.38246722756054
330,50,-62.51924334535906
331,50,-66.03542084194834
332,50,-49.523584851027195
333,50,-81.31615467237455
334,50,-41.06867505706706
335,50,-66.1895203869349
336,50,-62.90411401204157
337,50,-37.36051554473649
338,50,-51.771813257300664
339,50,-55.42366595010649
340,50,-51.965285784979116
341,50,-50.71989838494392
342,50,-46.76241575497166
343,50,-42.373053606947046
344,50,-45.29254195380353
345,50,-43.24507996542115
346,50,-56.50494322864777
347,50,-76.08727378862383
348,50,-72.30853110317197
349,50,-71.45238442962504
350,50,-76.98167614456382
351,50,-63.137910320325965
352,50,-102.59541329054595
353,50,-57.92958187706985
354,50,-49.48415703031981
355,50,-59.99377830268007
356,50,-54.0948051077468
357,50,-43.15679228616689
358,50,-45.29778378258624
359,50,-75.08552601909207
360,50,-74.74884349092324
361,50,-44.4491173581236
362,50,-35.878410595136764
363,50,-54.80500257757523
364,50,-35.191305122543824
365,50,-51.18936323721644
366,50,-42.96050735537859
367,50,-54.90128754524538
368,50,-47.34258333915376
369,50,-60.622631310738264
370,50,-54.326480046833794
371,50,-56.55378632991793
372,50,-62.97085378707589
373,50,-34.92531029485142
374,50,-48.896036182124945
375,50,-47.517145969772
376,50,-60.04936376615038
377,50,-62.54175941643865
378,50,-72.13378981297515
379,50,-46.69143863421921
380,50,-61.416310674115095
381,50,-47.294884522743786
382,50,-64.96519052585256
383,50,-62.45599625183573
384,50,-61.02255516979404
385,50,-58.914977615886286
386,50,-55.13599429068065
387,50,-55.33783296716407
388,50,-74.54194263699135
389,50,-66.18819673269479
390,50,-51.46887234248122
391,50,-69.47833758714857
392,50,-41.152394383112366
393,50,-61.16555716659475
394,50,-45.194802567918565
395,50,-49.63930371440127
396,50,-45.301564150926644
397,50,-64.68589510371653
398,50,-45.19835786150184
399,50,-38.01340735750506
400,50,-52.33031259422945
401,50,-77.55089256541771
402,50,-69.64160341774569
403,50,-46.319230140132376
404,50,-90.93718378913636
405,50,-58.08844841821876
406,50,-77.630265164588
407,50,-46.82284968861698
408,50,-46.66724393570265
409,50,-40.91134555427863
410,50,-49.62644741586585
411,50,-40.583945418806685
412,50,-28.49025935008376
413,50,-68.0300236261644
414,50,-65.9404263990366
415,50,-56.13008211241024
416,50,-52.03040253765695
417,50,-34.617850446324255
418,50,-66.32087891932645
419,50,-60.7507997211561
420,50,-103.16523148137122
421,50,-62.61189703650864
422,50,-39.741878483106646
423,50,-57.55922262368141
424,50,-74.59171416546229
425,50,-37.92428166289345
426,50,-67.59919706639249
427,50,-46.38078851679531
428,50,-53.08224065266724
429,50,-65.59512792328412
430,50,-76.02646588729256
431,50,-59.044147949308524
432,50,-51.58350292871224
433,50,-49.07979360785048
434,50,-46.146448031719
435,50,-64.70035570001609
436,50,-58.380251562639145
437,50,-73.39863729999307
438,50,-59.9821119381808
439,50,-49.96458170324527
440,50,-44.63950866314036
441,50,-53.18762637867216
442,50,-65.63152730815104
443,50,-49.469573887733226
444,50,-81.27587396895292
445,50,-64.08590310050681
446,50,-46.70898685080176
447,50,-54.92485548062732
448,50,-67.96446101307897
449,50,-40.11219730705986
450,50,-43.63503933479403
451,50,-99.5891967189297
452,50,-61.58728834340557
453,50,-70.93347066822056
454,50,-80.73971991966333
455,50,-40.15463925023621
456,50,-83.64342943300254
457,50,-31.057010644744757
458,50,-55.64527187864979
459,50,-67.19794215366693
460,50,-83.97255269168234
461,50,-56.127918134872786
462,50,-51.61504868909219
463,50,-53.16223904792917
464,50,-51.12755869235867
465,50,-67.09856699726909
466,50,-85.89220752975716
467,50,-65.41255922373915
468,50,-60.7254037998754
469,50,-54.62020609533185
470,50,-66.99845399388643
471,50,-69.20141478685112
472,50,-57.614649281922624
473,50,-70.70970878077
474,50,-32.60625800483793
475,50,-38.766225951234375
476,50,-55.248681737498856
477,50,-55.14966792112906
478,50,-39.348960026092925
479,50,-58.915391484448755
480,50,-65.4266729682014
481,50,-45.7396686488704
482,50,-45.63736350618482
483,50,-70.21714410509429
484,50,-38.12526384718994
485,50,-91.30497473486177
486,50,-62.939964211410086
487,50,-40.84666729444003
488,50,-49.76164608738844
489,50,-47.746441517517226
490,50,-90.59602623006955
491,50,-52.859504013398215
492,50,-73.05917118969677
493,50,-34.55859439359687
494,50,-49.332303958069986
495,50,-35.95927796681378
496,50,-69.73436317821327
497,50,-79.82384062238945
498,50,-37.30704561915471
499,50,-72.28800296411448
500,50,-54.84803551565206
501,50,-52.79265662831885
502,50,-52.57832200841383
503,50,-36.37494070849395
504,50,-53.82404505574877
505,50,-43.95153465888955
506,50,-69.75928665627389
507,50,-59.48400488155593
508,50,-83.44211725650587
509,50,-73.95819765776216
510,50,-56.52575291351815
511,50,-72.07927667305636
512,50,-27.354265991295716
513,50,-81.49727464052388
514,50,-70.75077732143707
515,50,-74.12685830584957
516,50,-48.08671988295437
517,50,-76.53824030296087
518,50,-68.95078357382845
519,50,-53.841723292942426
520,50,-78.34202684239759
521,50,-60.838256909456675
522,50,-43.18236583806785
523,50,-30.830279623116997
524,50,-74.7710694498437
525,50,-41.44436249981222
526,50,-59.91775342743432
527,50,-71.76385079116604
528,50,-57.95753533213974
529,50,-63.70341591184345
530,50,-57.58449669994785
531,50,-61.96969730585395
532,50,-42.33482744262391
533,50,-47.200037985268146
534,50,-63.17508854526493
535,50,-48.427071366550095
536,50,-49.75911421761229
537,50,-48.21739933201946
538,50,-45.659542892205515
539,50,-57.758371736705726
540,50,-35.346094171626824
541,50,-29.310918853197045
542,50,-50.09496997771084
543,50,-106.41463422199476
544,50,-69.75241722373248
545,50,-31.556220759446507
546,50,-60.273229487801395
547,50,-30.647212537066448
548,50,-78.35278136899949
549,50,-54.73147261427736
550,50,-44.40269026529902
551,50,-71.77957924958176
552,50,-36.36206143230122
553,50,-34.80413809556228
554,50,-88.5065592695285
555,50,-77.48724764971003
556,50,-59.08257940923888
557,50,-70.39877193732535
558,50,-58.07175196167619
559,50,-94.06257341733506
560,50,-33.02041801668471
561,50,-86.16795732025605
562,50,-48.73582450648485
563,50,-75.0165805978623
564,50,-47.68136893047153
565,50,-57.10089208304807
566,50,-52.03678380389857
567,50,-49.73504901545411
568,50,-70.17137510351685
569,50,-64.9260288903008
570,50,-39.27220115423505
571,50,-64.81730071755996
572,50,-48.711298391405826
573,50,-39.45102511165794
574,50,-50.51816955653635
575,50,-59.93971437650334
576,50,-54.109982812196215
577,50,-46.77942997462033
578,50,-90.82723163525256
579,50,-58.6803448010254
580,50,-32.76054840580458
581,50,-65.91488944049395
582,50,-80.85978488341081
583,50,-60.786164226900766
584,50,-78.27301945130931
585,50,-38.61943535412076
586,50,-59.29388213434769
587,50,-87.71477614157074
588,50,-43.332351068971825
589,50,-59.679909566704296
590,50,-60.161661265218825
591,50,-60.637072267500656
592,50,-43.404767721445175
593,50,-51.69366855219148
594,50,-40.04568902295334
595,50,-70.5870687515471
596,50,-61.68084425211726
597,50,-62.149318351138575
598,50,-66.1410507461383
599,50,-85.51405426055369
600,50,-59.95134233577295
601,50,-48.215611868698815
602,50,-94.11230467619313
603,50,-51.289693675943546
604,50,-48.005987344721746
605,50,-58.956709115942886
606,50,-61.21882854212445
607,50,-56.063597217220476
608,50,-59.851759754248135
609,50,-44.61102889993533
610,50,-63.13352491727325
611,50,-38.64029490519763
612,50,-84.15574215247607
613,50,-54.053686117910104
614,50,-54.92506437795602
615,50,-58.83736356912024
616,50,-71.50229670413768
617,50,-59.42684559967521
618,50,-44.966263505768765
619,50,-42.96864020006122
620,50,-44.67714419753882
621,50,-37.637135474478356
622,50,-65.99564079265888
623,50,-60.41013681341582
624,50,-45.34002876584336
625,50,-71.70849037368002
626,50,-61.98575286339413
627,50,-75.5345550706555
628,50,-49.05367136904931
629,50,-43.23925589807327
630,50,-62.42097853817685
631,50,-60.65961251637837
632,50,-85.06450634362488
633,50,-38.85321112673099
634,50,-43.37612875017194
635,50,-56.221360605973125
636,50,-71.83908918621917
637,50,-50.32923666289997
638,50,-56.17585311695235
639,50,-67.77907568508272
640,50,-56.85926238619859
641,50,-38.882463459844196
642,50,-52.57831367897162
643,50,-31.511008051912125
644,50,-53.94048325375961
645,50,-58.96053120185312
646,50,-64.960511311021
647,50,-73.51280103147265
648,50,-45.33857162099906
649,50,-58.38322772526367
650,50,-86.04446715103361
651,50,-71.63922968498407
652,50,-62.68718145623444
653,50,-55.112947075241465
654,50,-83.30605220922895
655,50,-57.35354821305099
656,50,-52.295967595300404
657,50,-72.46900366968356
658,50,-46.26777330869863
659,50,-97.18105253328594
660,50,-56.81084699341771
661,50,-40.36451908469987
662,50,-42.22499037789053
663,50,-48.306087596677756
664,50,-126.0904217283743
665,50,-30.885359589547473
666,50,-62.51924962074168
667,50,-52.775528506959645
668,50,-35.06500357708282
669,50,-53.19813505119326
670,50,-61.4113683566561
671,50,-70.71492346203432
672,50,-41.678735477277414
673,50,-38.183088550869506
674,50,-57.87395814856937
675,50,-47.810921657613136
676,50,-69.02778161467927
677,50,-55.99702490246861
678,50,-68.7944215729401
679,50,-48.26071878920509
680,50,-80.3405868912295
681,50,-41.86937801580357
682,50,-72.29023561628836
683,50,-59.011854391491134
684,50,-67.87092802385169
685,50,-60.3875877015185
686,50,-38.85493755954803
687,50,-51.52210015179968
688,50,-47.462712297222545
689,50,-42.39221669929418
690,50,-59.71256502960352
691,50,-75.09986302982742
692,50,-52.53912484526814
693,50,-61.93751890775297
694,50,-36.93045273487678
695,50,-50.58489056688915
696,50,-70.3377100630852
697,50,-40.761042436874874
698,50,-40.68321363009587
699,50,-40.578743287216
700,50,-58.2811553944194
701,50,-46.40195066684775
702,50,-44.98392103463106
703,50,-54.98675636529838
704,50,-61.966457354438674
705,50,-49.5185419100389
706,50,-49.95300472431181
707,50,-85.98713150433203
708,50,-64.07581076717817
709,50,-65.1489880756424
710,50,-36.811323799719894
711,50,-36.451103162913185
712,50,-68.46862627366544
713,50,-111.031000062642
714,50,-53.434421712893915
715,50,-58.743411089353025
716,50,-37.925481084098664
717,50,-58.4022541616765
718,50,-125.82042310624124
719,50,-49.39451123112859
720,50,-66.90825160059838
721,50,-57.20140498971808
722,50,-62.33526897471945
723,50,-64.54119939462507
724,50,-74.50273437876983
725,50,-62.48283376904666
726,50,-84.11645588151725
727,50,-54.519133778115396
728,50,-42.11928772961167
729,50,-40.90328231679757
730,50,-82.97952984803158
731,50,-57.91998823855657
732,50,-36.67489358198709
733,50,-54.68289052441456
734,50,-45.75639288338546
735,50,-55.58082150815076
736,50,-52.67326603595262
737,50,-25.683569849559515
738,50,-59.796903018958545
739,50,-84.58868145130721
740,50,-35.31611053717152
741,50,-58.96405831331455
742,50,-41.985941221833784
743,50,-98.7857450901582
744,50,-73.28473396398537
745,50,-60.28353395523154
746,50,-104.92275275039003
747,50,-63.57583332483555
748,50,-48.75819077505225
749,50,-58.68320425784874
750,50,-51.05218579803611
751,50,-46.878272105798274
752,50,-94.69358457390838
753,50,-49.03979969073622
754,50,-67.60073176218559
755,50,-46.958347306670014
756,50,-51.00827792032393
757,50,-45.88559230179574
758,50,-28.09670967604124
759,50,-47.69143064415925
760,50,-52.66467365943942
761,50,-33.72087995775071
762,50,-46.90568486561293
763,50,-53.292899135009485
764,50,-62.27022252777224
765,50,-41.512123000716315
766,50,-46.51922149697744
767,50,-61.86680501425025
768,50,-51.67680151697463
769,50,-50.02871605905141
770,50,-60.215307043831366
771,50,-53.00511150084861
772,50,-52.59299306485904
773,50,-52.41046177410784
774,50,-40.69082113429231
775,50,-66.19078981898893
776,50,-37.14289282063765
777,50,-110.803995324364
778,50,-43.55116095533253
779,50,-53.9385565152184
780,50,-61.85710188317445
781,50,-67.62627731912161
782,50,-54.98149121323172
783,50,-41.81843083832981
784,50,-29.971625196349123
785,50,-70.30163856262796
786,50,-59.79305580839111
787,50,-49.05114313301154
788,50,-58.94233408646757
789,50,-41.777833364066865
790,50,-76.5535618726399
791,50,-38.34186794633337
792,50,-38.66415432548748
793,50,-62.317816672041836
794,50,-55.04780942043331
795,50,-48.47325826623729
796,50,-43.13898343386174
797,50,-55.67883338999019
798,50,-55.66737045476957
799,50,-66.17008192565437
800,50,-44.97404267764725
801,50,-43.90679559627429
802,50,-44.12376840719048
803,50,-72.34792227916235
804,50,-84.31255814855858
805,50,-51.64108452535759
806,50,-60.21932820138552
807,50,-53.483886238254584
808,50,-37.736581009026764
809,50,-47.60127456348208
810,50,-57.90632312814777
811,50,-67.0361596281402
812,50,-60.60759863373616
813,50,-68.55999536944005
814,50,-62.648846853606294
815,50,-28.012239871021066
816,50,-46.61033093518124
817,50,-69.10450398940019
818,50,-63.63969457452024
819,50,-75.10795792680672
820,50,-59.0835825394027
821,50,-68.33662805558126
822,50,-61.59562671535663
823,50,-78.90268699162539
824,50,-66.20060571724504
825,50,-88.82035319295905
826,50,-45.74586746786857
827,50,-69.90638911959563
828,50,-65.25029620551744
829,50,-40.42576910615662
830,50,-46.42988590694151
831,50,-56.222504958204254
832,50,-67.77493173444253
833,50,-69.13920467737783
834,50,-61.417195674555416
835,50,-42.40759573058077
836,50,-61.30981429854159
837,50,-68.62411724546433
838,50,-56.88332165551868
839,50,-36.23680031730763
840,50,-84.05745747253432
841,50,-81.36118661366879
842,50,-48.46545664945379
843,50,-71.8229915246742
844,50,-49.83905128026583
845,50,-84.19217812179235
846,50,-47.15822833380185
847,50,-73.01654427747695
848,50,-49.130252284941164
849,50,-55.95859374182141
850,50,-23.898309439048187
851,50,-65.72376038074714
852,50,-61.48122373349476
853,50,-44.673554519336506
854,50,-61.34554383359654
855,50,-63.16561537575935
856,50,-46.6479507931838
857,50,-59.595207154361525
858,50,-59.807568299968786
859,50,-75.2743941210497
860,50,-48.93625661346797
861,50,-38.07966763778258
862,50,-40.637102676861915
863,50,-36.648250146039345
864,50,-49.21290883276059
865,50,-54.72369447407105
866,50,-54.91089684093957
867,50,-58.630126931737514
868,50,-33.69643115125377
869,50,-53.92209985956612
870,50,-62.5519948508686
871,50,-42.74634115507742
872,50,-59.675473596942936
873,50,-49.985026043376564
874,50,-44.56704416069203
875,50,-52.32482606334343
876,50,-49.47719603389795
877,50,-90.45984774522034
878,50,-37.88779400616925
879,50,-90.38467942993432
880,50,-72.94264506763747
881,50,-52.8874485342586
882,50,-86.42805220223335
883,50,-35.39010471398633
884,50,-45.64464497966402
885,50,-66.44266041842184
886,50,-44.06915800127675
887,50,-45.899709394338345
888,50,-38.47433824224448
889,50,-42.54016774140382
890,50,-45.8959382475541
891,50,-64.98422346359078
892,50,-40.79818636893972
893,50,-41.952966460741166
894,50,-59.30421218260674
895,50,-69.96241249258675
896,50,-32.50352137369341
897,50,-70.78487525709284
898,50,-84.60199772717172
899,50,-41.28159652513786
900,50,-58.81666012836572
901,50,-46.689569704915364
902,50,-77.5176705190275
903,50,-47.67999879222535
904,50,-64.95408131544204
905,50,-60.87476044858689
906,50,-60.98781588112005
907,50,-35.98343387084925
908,50,-65.44710036572386
909,50,-42.260012728958294
910,50,-56.129491850328634
911,50,-44.88268983446065
912,50,-33.927626043514934
913,50,-68.26920090640364
914,50,-62.65311257614848
915,50,-34.61598659252435
916,50,-44.41329473731901
917,50,-82.98079343694727
918,50,-71.96145708806884
919,50,-48.88423056542483
920,50,-65.9424719452952
921,50,-49.693832584537645
922,50,-52.99259375324157
923,50,-53.08105856532543
924,50,-66.80723283018692
925,50,-60.553787493872306
926,50,-56.399925881633365
927,50,-70.11805648471804
928,50,-62.97341032893348
929,50,-42.714639687999636
930,50,-74.54933960710862
931,50,-51.22425674270248
932,50,-38.70886977467204
933,50,-55.96080928087774
934,50,-61.20077601217126
935,50,-56.057844273174965
936,50,-55.77849836516872
937,50,-58.27434465432726
938,50,-53.80473162347934
939,50,-69.33298868214372
940,50,-39.59535522233984
941,50,-48.28505196804559
942,50,-66.74794961568385
943,50,-41.19212118850144
944,50,-70.74438692448348
945,50,-36.734390324712315
946,50,-56.486643025332064
947,50,-29.219705666959324
948,50,-32.389166374122254
949,50,-67.7940730446668
950,50,-66.71111672145958
951,50,-53.39657565416461
952,50,-53.651184037805386
953,50,-109.05789847797082
954,50,-37.967463061122665
955,50,-71.44859548015019
956,50,-68.9464530404914
957,50,-93.91090809254572
958,50,-40.517556591115046
959,50,-49.464708812610944
960,50,-74.12705055127057
961,50,-50.49556615691051
962,50,-65.5324105466974
963,50,-36.3903258970269
964,50,-60.59617898754709
965,50,-48.04760779938964
966,50,-56.588360588501594
967,50,-73.49868319549674
968,50,-49.48016094213243
969,50,-53.473954941095506
970,50,-50.051825593361755
971,50,-62.28106033772418
972,50,-81.97486798453724
973,50,-65.81349070410022
974,50,-32.08968155915541
975,50,-58.19816693119681
976,50,-48.08290538629161
977,50,-63.22658805562147
978,50,-70.06494409253578
979,50,-30.49426323178323
980,50,-60.98124884405329
981,50,-42.22982017229832
982,50,-47.0970505895956
983,50,-61.6878447851746
984,50,-54.90650912257645
985,50,-71.63214840673824
986,50,-40.95191734480056
987,50,-54.38368659890399
988,50,-66.40404120967618
989,50,-45.49934674013356
990,50,-60.933975545086746
991,50,-54.31418837950308
992,50,-68.0931115333668
993,50,-56.55654093842772
994,50,-38.1640789638855
995,50,-73.57820548510544
996,50,-40.86381991455163
997,50,-54.96138127156182
998,50,-62.98165572211825
999,50,-68.05163831523075
1000,50,-46.3366155682941
