episode,total_steps,adversary_team_return,prey_return,adversary_0_return,adversary_1_return,adversary_2_return,agent_0_return,train_touch_count,mean_critic_loss,mean_actor_loss,mean_actor_entropy,epsilon,eval_self_play_adversary_return,eval_self_play_prey_return,eval_adv_vs_random_prey_adversary_return,eval_adv_vs_random_prey_prey_return,eval_random_adv_vs_prey_adversary_return,eval_random_adv_vs_prey_prey_return,eval_self_play_touch_count,eval_adv_vs_random_prey_touch_count,eval_random_adv_vs_prey_touch_count
161,16100,60.0,-566.8508969563517,20.0,20.0,20.0,-566.8508969563517,6.0,0.005428300115454476,0.01675527705810964,1.567038208246231,0.863875,,,,,,,,,
162,16200,90.0,-39.798149897763366,30.0,30.0,30.0,-39.798149897763366,9.0,0.008844939176924527,-0.008049638709053397,1.5545411705970764,0.86275,,,,,,,,,
163,16300,0.0,-7.9521129739461545,0.0,0.0,0.0,-7.9521129739461545,0.0,0.007511440089729149,-0.0025299135595560074,1.5693140923976898,0.861625,,,,,,,,,
164,16400,0.0,-29.496056526624812,0.0,0.0,0.0,-29.496056526624812,0.0,0.01042117364704609,-0.008947563823312521,1.554359346628189,0.8605,,,,,,,,,
165,16500,0.0,-12.566186471999403,0.0,0.0,0.0,-12.566186471999403,0.0,0.012095230456907302,-0.012700822204351425,1.5521990060806274,0.859375,,,,,,,,,
166,16600,90.0,-245.82041732930782,30.0,30.0,30.0,-245.82041732930782,9.0,0.008954181474109646,-0.03263757284730673,1.5649707615375519,0.85825,,,,,,,,,
167,16700,0.0,-142.67314868408013,0.0,0.0,0.0,-142.67314868408013,0.0,0.004434547554410528,0.010794768575578928,1.561235100030899,0.857125,,,,,,,,,
168,16800,120.0,-53.351034269172516,40.0,40.0,40.0,-53.351034269172516,12.0,0.004982300044503063,-0.02868166333064437,1.562949925661087,0.856,,,,,,,,,
169,16900,0.0,-27.914946801443012,0.0,0.0,0.0,-27.914946801443012,0.0,0.0031535934540443122,0.013808640418574214,1.5596396923065186,0.854875,,,,,,,,,
170,17000,90.0,-91.33410658763114,30.0,30.0,30.0,-91.33410658763114,9.0,0.009336417984741274,-0.01029690564610064,1.547749012708664,0.85375,,,,,,,,,
171,17100,60.0,-41.6965456949781,20.0,20.0,20.0,-41.6965456949781,6.0,0.013379390249610879,-0.011160300811752677,1.547771394252777,0.852625,,,,,,,,,
172,17200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029911229212302715,0.015679171308875084,1.5572502613067627,0.8514999999999999,,,,,,,,,
173,17300,0.0,-28.238914209064696,0.0,0.0,0.0,-28.238914209064696,0.0,0.008763411511608865,-0.026012014597654343,1.563026785850525,0.850375,,,,,,,,,
174,17400,0.0,-23.94818099794615,0.0,0.0,0.0,-23.94818099794615,0.0,0.0037297327362466604,0.014264984522014856,1.5554368793964386,0.84925,,,,,,,,,
175,17500,120.0,-50.17056590613384,40.0,40.0,40.0,-50.17056590613384,12.0,0.005734360885981005,0.014504250138998032,1.5549389123916626,0.848125,,,,,,,,,
176,17600,0.0,-496.5952651383303,0.0,0.0,0.0,-496.5952651383303,0.0,0.0029030582663835958,0.01558062038384378,1.554585337638855,0.847,,,,,,,,,
177,17700,0.0,-386.6409847223681,0.0,0.0,0.0,-386.6409847223681,0.0,0.008871399113559164,-0.026540614664554596,1.561913400888443,0.8458749999999999,,,,,,,,,
178,17800,0.0,-58.82253505076805,0.0,0.0,0.0,-58.82253505076805,0.0,0.009524300934572238,-0.007829163689166307,1.5397722721099854,0.84475,,,,,,,,,
179,17900,0.0,-134.45676712055956,0.0,0.0,0.0,-134.45676712055956,0.0,0.004930390830850229,0.01693213265389204,1.5517598688602448,0.8436250000000001,,,,,,,,,
180,18000,60.0,-50.53843234147763,20.0,20.0,20.0,-50.53843234147763,6.0,0.002883523171476554,0.015843702480196953,1.5516466796398163,0.8425,,,,,,,,,
181,18100,90.0,-30.036031670869463,30.0,30.0,30.0,-30.036031670869463,9.0,0.009076396920136176,0.00958664738573134,1.5477640926837921,0.841375,,,,,,,,,
182,18200,0.0,-105.41079962539794,0.0,0.0,0.0,-105.41079962539794,0.0,0.010416045566671528,-0.030418584123253822,1.5624561607837677,0.8402499999999999,,,,,,,,,
183,18300,0.0,-0.8932607383640112,0.0,0.0,0.0,-0.8932607383640112,0.0,0.01046326652431162,-0.03300762269645929,1.5616953670978546,0.839125,,,,,,,,,
184,18400,90.0,-408.7774151147628,30.0,30.0,30.0,-408.7774151147628,9.0,0.005282624530082103,-0.007340222597122192,1.5704860985279083,0.838,,,,,,,,,
185,18500,90.0,-37.133139099713055,30.0,30.0,30.0,-37.133139099713055,9.0,0.005307889237883501,-0.0027388609014451504,1.5711814165115356,0.836875,,,,,,,,,
186,18600,180.0,-363.5220067467976,60.0,60.0,60.0,-363.5220067467976,18.0,0.005929271625063848,0.0018952824175357819,1.5705962479114532,0.83575,,,,,,,,,
187,18700,90.0,-264.9535311517563,30.0,30.0,30.0,-264.9535311517563,9.0,0.0057023585177375935,-0.024386814329773188,1.5620314478874207,0.834625,,,,,,,,,
188,18800,60.0,-137.35246303381854,20.0,20.0,20.0,-137.35246303381854,6.0,0.010171468180487864,-0.014914024388417602,1.534395009279251,0.8335,,,,,,,,,
189,18900,0.0,-7.850606041522824,0.0,0.0,0.0,-7.850606041522824,0.0,0.008151428475684952,0.00328277051448822,1.570709764957428,0.832375,,,,,,,,,
190,19000,0.0,-15.346247529408572,0.0,0.0,0.0,-15.346247529408572,0.0,0.005630510408082046,0.006629458861425519,1.5461655855178833,0.83125,,,,,,,,,
191,19100,0.0,-282.05118234349084,0.0,0.0,0.0,-282.05118234349084,0.0,0.0035384971197345294,0.010666693095117807,1.5418899059295654,0.830125,,,,,,,,,
192,19200,0.0,-75.04217104622674,0.0,0.0,0.0,-75.04217104622674,0.0,0.009381610987475142,-0.028617190197110176,1.5612341165542603,0.829,,,,,,,,,
193,19300,0.0,-191.7232319869439,0.0,0.0,0.0,-191.7232319869439,0.0,0.0068941780118620954,-0.007715493440628052,1.5705236196517944,0.827875,,,,,,,,,
194,19400,0.0,-391.2496868485121,0.0,0.0,0.0,-391.2496868485121,0.0,0.008534170308848843,-0.007950574159622192,1.571252852678299,0.82675,,,,,,,,,
195,19500,0.0,-211.25849593833658,0.0,0.0,0.0,-211.25849593833658,0.0,0.008080897219770122,-0.008328425697982311,1.5706702768802643,0.825625,,,,,,,,,
196,19600,0.0,-544.2011198626724,0.0,0.0,0.0,-544.2011198626724,0.0,0.0035982569024781696,0.016521597746759653,1.5445215106010437,0.8245,,,,,,,,,
197,19700,0.0,-3.894931966800965,0.0,0.0,0.0,-3.894931966800965,0.0,0.00465143020846881,-0.00414394773542881,1.5711271464824677,0.823375,,,,,,,,,
198,19800,0.0,-178.96254821591455,0.0,0.0,0.0,-178.96254821591455,0.0,0.004086807806743309,-0.006789545062929392,1.5287200212478638,0.8222499999999999,,,,,,,,,
199,19900,0.0,-96.90700192226497,0.0,0.0,0.0,-96.90700192226497,0.0,0.007051908687571995,-0.006980329751968384,1.5266823470592499,0.821125,,,,,,,,,
200,20000,0.0,-42.513133628635714,0.0,0.0,0.0,-42.513133628635714,0.0,0.0038509924052050337,0.017741607036441565,1.5382535755634308,0.82,18.0,-819.6246418074882,13.5,-109.62519926956386,22.5,-695.0173453936483,1.8,1.35,2.25
201,20100,0.0,-237.66127225979895,0.0,0.0,0.0,-237.66127225979895,0.0,0.006881951769173611,0.0011251326650381088,1.5701908767223358,0.818875,,,,,,,,,
202,20200,0.0,-45.15551475142972,0.0,0.0,0.0,-45.15551475142972,0.0,0.00850056650233455,-0.016086102463304996,1.526570975780487,0.81775,,,,,,,,,
203,20300,150.0,-173.51957047480164,50.0,50.0,50.0,-173.51957047480164,15.0,0.0024753390389378183,0.010425267741084099,1.5373662114143372,0.816625,,,,,,,,,
204,20400,90.0,-91.96365025017825,30.0,30.0,30.0,-91.96365025017825,9.0,0.008222600947192404,-0.02762722782790661,1.5594245791435242,0.8155,,,,,,,,,
205,20500,0.0,-672.0401431183134,0.0,0.0,0.0,-672.0401431183134,0.0,0.007115026855899487,-0.02049918659031391,1.5243450701236725,0.8143750000000001,,,,,,,,,
206,20600,0.0,-272.478238473773,0.0,0.0,0.0,-272.478238473773,0.0,0.010096988429722842,-0.031001253053545952,1.5595681965351105,0.81325,,,,,,,,,
207,20700,0.0,-254.48446447521462,0.0,0.0,0.0,-254.48446447521462,0.0,0.0057271973200840876,-0.005999613553285599,1.5703418850898743,0.812125,,,,,,,,,
208,20800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006746833169017918,-0.007033893838524818,1.57128044962883,0.8109999999999999,,,,,,,,,
209,20900,60.0,-27.200787998206234,20.0,20.0,20.0,-27.200787998206234,6.0,0.012033684564812575,-0.0193625851534307,1.5261782705783844,0.809875,,,,,,,,,
210,21000,0.0,-230.25396494871126,0.0,0.0,0.0,-230.25396494871126,0.0,0.006658545629761647,-0.017248017247766256,1.527585744857788,0.80875,,,,,,,,,
211,21100,0.0,-191.21387807883247,0.0,0.0,0.0,-191.21387807883247,0.0,0.0072664372564759105,-0.009039446245878935,1.5311908423900604,0.807625,,,,,,,,,
212,21200,0.0,-1031.8319423824341,0.0,0.0,0.0,-1031.8319423824341,0.0,0.0060055037465645,-0.008863079827278852,1.5314837098121643,0.8065,,,,,,,,,
213,21300,0.0,-524.4778601032428,0.0,0.0,0.0,-524.4778601032428,0.0,0.009965290068066679,-0.038048338145017624,1.5602958798408508,0.805375,,,,,,,,,
214,21400,0.0,-573.4506616880112,0.0,0.0,0.0,-573.4506616880112,0.0,0.00978132635646034,-0.01402307371608913,1.528566986322403,0.80425,,,,,,,,,
215,21500,0.0,-65.24193852350675,0.0,0.0,0.0,-65.24193852350675,0.0,0.005628873623209074,-0.032389286905527115,1.5585533678531647,0.803125,,,,,,,,,
216,21600,120.0,-41.42413451921264,40.0,40.0,40.0,-41.42413451921264,12.0,0.012260340387001634,-0.028975175693631172,1.5583779215812683,0.802,,,,,,,,,
217,21700,0.0,-343.62170347494504,0.0,0.0,0.0,-343.62170347494504,0.0,0.004848181924899109,0.008631538366898894,1.5441451668739319,0.800875,,,,,,,,,
218,21800,0.0,-337.0042097817686,0.0,0.0,0.0,-337.0042097817686,0.0,0.007864601895562373,-0.020091104554012418,1.5272208750247955,0.79975,,,,,,,,,
219,21900,0.0,-269.4351690225039,0.0,0.0,0.0,-269.4351690225039,0.0,0.005749367155658547,0.002730955835431814,1.5686080753803253,0.798625,,,,,,,,,
220,22000,0.0,-88.91804215780698,0.0,0.0,0.0,-88.91804215780698,0.0,0.0028809330324293114,0.009931328240782022,1.5417150855064392,0.7975,,,,,,,,,
221,22100,60.0,-36.0536211383004,20.0,20.0,20.0,-36.0536211383004,6.0,0.007320206408621743,-0.013581780716776848,1.534637063741684,0.796375,,,,,,,,,
222,22200,0.0,-16.362107729790623,0.0,0.0,0.0,-16.362107729790623,0.0,0.0025044163412530906,0.016121334163472056,1.5424282550811768,0.79525,,,,,,,,,
223,22300,0.0,-972.2804482995315,0.0,0.0,0.0,-972.2804482995315,0.0,0.007515749763115309,-0.030683514662086964,1.5586690604686737,0.794125,,,,,,,,,
224,22400,60.0,-88.78587481105102,20.0,20.0,20.0,-88.78587481105102,6.0,0.005154825594217982,-0.006319805048406124,1.5693345069885254,0.7929999999999999,,,,,,,,,
225,22500,0.0,-64.51021381623966,0.0,0.0,0.0,-64.51021381623966,0.0,0.00762767579726642,-0.010380272753536701,1.5684189796447754,0.791875,,,,,,,,,
226,22600,0.0,-553.1708109057474,0.0,0.0,0.0,-553.1708109057474,0.0,0.00800678889208939,-0.034100829157978296,1.5590560734272003,0.79075,,,,,,,,,
227,22700,0.0,-41.44073892965426,0.0,0.0,0.0,-41.44073892965426,0.0,0.0028800358923035674,0.013971078908070922,1.5434389114379883,0.789625,,,,,,,,,
228,22800,30.0,-40.557014645470005,10.0,10.0,10.0,-40.557014645470005,3.0,0.007431231257214677,-0.006842035800218582,1.5669157207012177,0.7885,,,,,,,,,
229,22900,60.0,-203.4535479619477,20.0,20.0,20.0,-203.4535479619477,6.0,0.0050466254106140696,-0.004577947780489922,1.5676704347133636,0.787375,,,,,,,,,
230,23000,0.0,-509.9316207121211,0.0,0.0,0.0,-509.9316207121211,0.0,0.00719214240234578,-0.011198556050658226,1.531556785106659,0.78625,,,,,,,,,
231,23100,120.0,-58.748801032038,40.0,40.0,40.0,-58.748801032038,12.0,0.004641562059987336,-0.012361413100734353,1.5324277877807617,0.7851250000000001,,,,,,,,,
232,23200,90.0,-515.1001176676358,30.0,30.0,30.0,-515.1001176676358,9.0,0.012608031640411355,0.00725993444211781,1.5408999621868134,0.784,,,,,,,,,
233,23300,60.0,-248.6230790669976,20.0,20.0,20.0,-248.6230790669976,6.0,0.00608716862188885,-0.027575752697885036,1.5602083504199982,0.782875,,,,,,,,,
234,23400,30.0,-13.296870610202095,10.0,10.0,10.0,-13.296870610202095,3.0,0.0034518878601375036,-0.016182244988158345,1.5369912683963776,0.78175,,,,,,,,,
235,23500,0.0,-108.45697847735427,0.0,0.0,0.0,-108.45697847735427,0.0,0.005926150413870346,0.011795827886089683,1.5422364175319672,0.780625,,,,,,,,,
236,23600,0.0,-114.56380283825678,0.0,0.0,0.0,-114.56380283825678,0.0,0.005214303266257048,0.010408041765913367,1.5435666739940643,0.7795,,,,,,,,,
237,23700,0.0,-463.50580052871476,0.0,0.0,0.0,-463.50580052871476,0.0,0.007907244376838207,0.011433961102738976,1.5434238016605377,0.778375,,,,,,,,,
238,23800,0.0,-18.074779582835387,0.0,0.0,0.0,-18.074779582835387,0.0,0.009367173042846844,-0.029621051624417305,1.5609388947486877,0.77725,,,,,,,,,
239,23900,60.0,-28.597495514421684,20.0,20.0,20.0,-28.597495514421684,6.0,0.007880693025072105,0.009160449961200356,1.547043889760971,0.776125,,,,,,,,,
240,24000,0.0,-173.698378826226,0.0,0.0,0.0,-173.698378826226,0.0,0.004681237624026835,0.007846932159736753,1.545361578464508,0.775,,,,,,,,,
241,24100,0.0,-18.84588366549038,0.0,0.0,0.0,-18.84588366549038,0.0,0.0061990877584321424,-0.005342581309378147,1.5693053603172302,0.773875,,,,,,,,,
242,24200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006820488677476533,-0.018568773521110415,1.53579443693161,0.77275,,,,,,,,,
243,24300,0.0,-41.19628262617587,0.0,0.0,0.0,-41.19628262617587,0.0,0.007773136079777032,0.0075955025386065245,1.5451354086399078,0.771625,,,,,,,,,
244,24400,90.0,-66.62056188966636,30.0,30.0,30.0,-66.62056188966636,9.0,0.002490774480975233,0.013011264614760876,1.5494218170642853,0.7705,,,,,,,,,
245,24500,0.0,-70.05330114435246,0.0,0.0,0.0,-70.05330114435246,0.0,0.006586966039321851,-0.006435710936784744,1.5706106126308441,0.769375,,,,,,,,,
246,24600,0.0,-338.55529052147256,0.0,0.0,0.0,-338.55529052147256,0.0,0.009463407586736139,-0.01654894184321165,1.5364445447921753,0.76825,,,,,,,,,
247,24700,0.0,-714.2592941234386,0.0,0.0,0.0,-714.2592941234386,0.0,0.010331581986974925,-0.016738913021981716,1.5381863117218018,0.7671250000000001,,,,,,,,,
248,24800,0.0,-172.38015334573132,0.0,0.0,0.0,-172.38015334573132,0.0,0.004418044343765359,-0.007081911899149418,1.5705510973930359,0.766,,,,,,,,,
249,24900,0.0,-18.552085723313446,0.0,0.0,0.0,-18.552085723313446,0.0,0.006876864368678071,-0.018938100896775723,1.5430888831615448,0.764875,,,,,,,,,
250,25000,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,0.005813542709802277,-0.004771445877850056,1.5697238445281982,0.7637499999999999,6.0,-860.5025973600934,33.0,-193.13403539799364,24.0,-525.4410833139184,0.6,3.3,2.4
251,25100,0.0,-201.44403712753078,0.0,0.0,0.0,-201.44403712753078,0.0,0.007268643472343683,-0.021590446587651968,1.542732834815979,0.762625,,,,,,,,,
252,25200,120.0,-40.0,40.0,40.0,40.0,-40.0,12.0,0.008804943601717241,-0.020485089858993888,1.5432864129543304,0.7615,,,,,,,,,
253,25300,90.0,-105.47238955373479,30.0,30.0,30.0,-105.47238955373479,9.0,0.007716976077063009,-0.03216225607320666,1.5635694861412048,0.760375,,,,,,,,,
254,25400,0.0,-84.29628299550868,0.0,0.0,0.0,-84.29628299550868,0.0,0.0073075122345471755,0.006479939678683877,1.5508864223957062,0.75925,,,,,,,,,
255,25500,0.0,-379.141438813792,0.0,0.0,0.0,-379.141438813792,0.0,0.005442924863018561,-0.015633445465937257,1.5463472604751587,0.7581249999999999,,,,,,,,,
256,25600,0.0,-291.9251731445718,0.0,0.0,0.0,-291.9251731445718,0.0,0.0073953854298451915,-0.0036015529185533524,1.5718595683574677,0.757,,,,,,,,,
257,25700,0.0,-1.7127563158571957,0.0,0.0,0.0,-1.7127563158571957,0.0,0.009040106946486048,-0.016515798633918166,1.5483564734458923,0.755875,,,,,,,,,
258,25800,90.0,-62.244432266181065,30.0,30.0,30.0,-62.244432266181065,9.0,0.0076468850747914985,-0.021129051921889186,1.546907752752304,0.75475,,,,,,,,,
259,25900,90.0,-391.477956163074,30.0,30.0,30.0,-391.477956163074,9.0,0.005015205322706606,0.005255197640508413,1.5539746582508087,0.753625,,,,,,,,,
260,26000,240.0,-87.55277155601962,80.0,80.0,80.0,-87.55277155601962,24.0,0.009586618092725985,-0.02354594925418496,1.5467283129692078,0.7525,,,,,,,,,
261,26100,0.0,-2.6392074415018856,0.0,0.0,0.0,-2.6392074415018856,0.0,0.004991797795810271,-0.030100067611783743,1.5661048889160156,0.751375,,,,,,,,,
262,26200,60.0,-20.0,20.0,20.0,20.0,-20.0,6.0,0.0055461507581640035,0.008737052325159311,1.553118884563446,0.75025,,,,,,,,,
263,26300,120.0,-144.01027728699222,40.0,40.0,40.0,-144.01027728699222,12.0,0.006358822123729624,-0.007164371199905872,1.5733872950077057,0.749125,,,,,,,,,
264,26400,0.0,-16.900888233617945,0.0,0.0,0.0,-16.900888233617945,0.0,0.007136016160075087,-0.03603977710008621,1.5679692029953003,0.748,,,,,,,,,
265,26500,0.0,-40.092763468037475,0.0,0.0,0.0,-40.092763468037475,0.0,0.004830684127227869,-0.006283613853156567,1.5732624530792236,0.746875,,,,,,,,,
266,26600,0.0,-89.81717022767927,0.0,0.0,0.0,-89.81717022767927,0.0,0.007090860424796119,-0.0338275283575058,1.569327563047409,0.74575,,,,,,,,,
267,26700,0.0,-175.72382846490353,0.0,0.0,0.0,-175.72382846490353,0.0,0.004528851015493274,0.007852809270843863,1.5538126528263092,0.744625,,,,,,,,,
268,26800,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,0.008752885572903324,-0.03670107340440154,1.568574994802475,0.7435,,,,,,,,,
269,26900,120.0,-41.969251339594415,40.0,40.0,40.0,-41.969251339594415,12.0,0.006461931603553239,-0.03236977383494377,1.5693166553974152,0.742375,,,,,,,,,
270,27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008750023291213438,-0.033976820297539234,1.5707032680511475,0.74125,,,,,,,,,
271,27100,120.0,-381.3919307888737,40.0,40.0,40.0,-381.3919307888737,12.0,0.0031015799977467395,0.011421965435147285,1.553528517484665,0.7401249999999999,,,,,,,,,
272,27200,0.0,-592.8723470874861,0.0,0.0,0.0,-592.8723470874861,0.0,0.009532677024253644,-0.03761677164584398,1.5714425444602966,0.739,,,,,,,,,
273,27300,120.0,-75.99775506863149,40.0,40.0,40.0,-75.99775506863149,12.0,0.005874408423551358,-0.03570734662935138,1.5717091858386993,0.7378750000000001,,,,,,,,,
274,27400,60.0,-198.28888169797492,20.0,20.0,20.0,-198.28888169797492,6.0,0.010111794610565994,-0.01835393370129168,1.5482612252235413,0.73675,,,,,,,,,
275,27500,60.0,-106.56373789212748,20.0,20.0,20.0,-106.56373789212748,6.0,0.006780421324947383,0.00275228638201952,1.5506741106510162,0.735625,,,,,,,,,
276,27600,0.0,-151.32627029425396,0.0,0.0,0.0,-151.32627029425396,0.0,0.009818187085329555,-0.02849080553278327,1.5456902980804443,0.7344999999999999,,,,,,,,,
277,27700,120.0,-49.02352382132814,40.0,40.0,40.0,-49.02352382132814,12.0,0.004560018693155143,-0.022512671537697315,1.5425966382026672,0.733375,,,,,,,,,
278,27800,0.0,-251.63289186517386,0.0,0.0,0.0,-251.63289186517386,0.0,0.005213932978222147,0.008491062559187412,1.5464787781238556,0.7322500000000001,,,,,,,,,
279,27900,0.0,-267.4239458945572,0.0,0.0,0.0,-267.4239458945572,0.0,0.008949640046921559,-0.007027061656117439,1.5747486054897308,0.731125,,,,,,,,,
280,28000,0.0,-196.57480286293503,0.0,0.0,0.0,-196.57480286293503,0.0,0.007480367079551797,-0.015048593981191516,1.5379924476146698,0.73,,,,,,,,,
281,28100,0.0,-700.7259139606682,0.0,0.0,0.0,-700.7259139606682,0.0,0.00808756359765539,-0.03464135713875294,1.5707562565803528,0.7288749999999999,,,,,,,,,
282,28200,0.0,-169.859198120272,0.0,0.0,0.0,-169.859198120272,0.0,0.003231897106161341,0.012059523956850171,1.5450465381145477,0.72775,,,,,,,,,
283,28300,60.0,-20.0,20.0,20.0,20.0,-20.0,6.0,0.010483908277819864,-0.012906291522085667,1.5748562216758728,0.726625,,,,,,,,,
284,28400,0.0,-4.383528742515886,0.0,0.0,0.0,-4.383528742515886,0.0,0.00616630727017764,-0.013044431805610657,1.5738844871520996,0.7255,,,,,,,,,
285,28500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005488209790200926,0.0067240213975310326,1.539188951253891,0.724375,,,,,,,,,
286,28600,0.0,-270.325516302533,0.0,0.0,0.0,-270.325516302533,0.0,0.011295246542431414,-0.027971078641712666,1.535143494606018,0.72325,,,,,,,,,
287,28700,0.0,-4.8244490877563715,0.0,0.0,0.0,-4.8244490877563715,0.0,0.005652638297760859,-0.00346571858972311,1.5373759865760803,0.7221249999999999,,,,,,,,,
288,28800,0.0,-36.50176201871999,0.0,0.0,0.0,-36.50176201871999,0.0,0.011194519000127912,-0.03965964121744037,1.5694789588451385,0.721,,,,,,,,,
289,28900,0.0,-58.08192298698602,0.0,0.0,0.0,-58.08192298698602,0.0,0.00592741699074395,0.0018247389234602451,1.5336948037147522,0.719875,,,,,,,,,
290,29000,0.0,-50.82040582213551,0.0,0.0,0.0,-50.82040582213551,0.0,0.007006583706242964,-0.020700839813798666,1.526381105184555,0.71875,,,,,,,,,
291,29100,60.0,-61.17206883029127,20.0,20.0,20.0,-61.17206883029127,6.0,0.0031896838554530405,-0.00833339337259531,1.5705357789993286,0.717625,,,,,,,,,
292,29200,0.0,-25.230884998117695,0.0,0.0,0.0,-25.230884998117695,0.0,0.003838513046503067,0.009214493911713362,1.5277584195137024,0.7164999999999999,,,,,,,,,
293,29300,60.0,-207.19739358232223,20.0,20.0,20.0,-207.19739358232223,6.0,0.006757101487892214,-0.016310564940795302,1.5248355567455292,0.7153750000000001,,,,,,,,,
294,29400,0.0,-32.747743312968474,0.0,0.0,0.0,-32.747743312968474,0.0,0.006032877674442716,0.0022803624160587788,1.52663916349411,0.71425,,,,,,,,,
295,29500,0.0,-283.3492311228878,0.0,0.0,0.0,-283.3492311228878,0.0,0.009169373981421813,-0.030459067784249783,1.5193348824977875,0.713125,,,,,,,,,
296,29600,0.0,-87.32855769205285,0.0,0.0,0.0,-87.32855769205285,0.0,0.007502131091314368,-0.033314232248812914,1.5658939480781555,0.712,,,,,,,,,
297,29700,90.0,-98.62228810826983,30.0,30.0,30.0,-98.62228810826983,9.0,0.007986229655216448,-0.031356962863355875,1.5213862657546997,0.710875,,,,,,,,,
298,29800,150.0,-52.89616117607723,50.0,50.0,50.0,-52.89616117607723,15.0,0.005869484150025528,-0.02688183495774865,1.5209530889987946,0.70975,,,,,,,,,
299,29900,0.0,-37.87056213049135,0.0,0.0,0.0,-37.87056213049135,0.0,0.0036056003082194366,-0.016969268675893545,1.5179925858974457,0.7086250000000001,,,,,,,,,
300,30000,0.0,-169.13119711015645,0.0,0.0,0.0,-169.13119711015645,0.0,0.0030766292911721393,0.014065492199733853,1.5208717286586761,0.7075,15.0,-766.0958143817903,31.5,-252.09845951253845,45.0,-542.1124516015154,1.5,3.15,4.5
301,30100,30.0,-10.0,10.0,10.0,10.0,-10.0,3.0,0.004760679796163458,0.01456408528611064,1.5152263343334198,0.706375,,,,,,,,,
302,30200,0.0,-427.6341490932922,0.0,0.0,0.0,-427.6341490932922,0.0,0.006236190667550545,-0.015103811165317893,1.5148215293884277,0.7052499999999999,,,,,,,,,
303,30300,0.0,-315.60329661129725,0.0,0.0,0.0,-315.60329661129725,0.0,0.0051057414602837525,-0.0005714157596230507,1.5681649446487427,0.704125,,,,,,,,,
304,30400,0.0,-792.7236470541715,0.0,0.0,0.0,-792.7236470541715,0.0,0.008564413103158586,-0.03157288231886923,1.562181979417801,0.703,,,,,,,,,
305,30500,0.0,-5.3403701893191675,0.0,0.0,0.0,-5.3403701893191675,0.0,0.004384775384096429,-0.010125030763447285,1.5647620856761932,0.701875,,,,,,,,,
306,30600,120.0,-41.07035727300595,40.0,40.0,40.0,-41.07035727300595,12.0,0.010656849255610723,-0.03116397513076663,1.5147807896137238,0.70075,,,,,,,,,
307,30700,30.0,-50.77928860226194,10.0,10.0,10.0,-50.77928860226194,3.0,0.005862271173100453,-0.01514094602316618,1.5168900787830353,0.6996249999999999,,,,,,,,,
308,30800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011471456185972784,-0.010378777980804443,1.5127811133861542,0.6984999999999999,,,,,,,,,
309,30900,90.0,-189.8234542123454,30.0,30.0,30.0,-189.8234542123454,9.0,0.004270742567314301,-0.0003709588199853897,1.5146844387054443,0.6973750000000001,,,,,,,,,
310,31000,0.0,-433.1040015365644,0.0,0.0,0.0,-433.1040015365644,0.0,0.009995146247092634,-0.015871025156229734,1.5086228251457214,0.69625,,,,,,,,,
311,31100,0.0,-31.702907523795886,0.0,0.0,0.0,-31.702907523795886,0.0,0.010145092659513466,-0.042862010188400745,1.56094229221344,0.695125,,,,,,,,,
312,31200,60.0,-31.799381500101177,20.0,20.0,20.0,-31.799381500101177,6.0,0.008407489811361302,-0.017189119942486286,1.563940316438675,0.694,,,,,,,,,
313,31300,0.0,-28.278894820171757,0.0,0.0,0.0,-28.278894820171757,0.0,0.008321783585415687,-0.03790786489844322,1.5597213804721832,0.692875,,,,,,,,,
314,31400,0.0,-374.400405752553,0.0,0.0,0.0,-374.400405752553,0.0,0.006964345229789615,-0.011128525249660015,1.507426768541336,0.69175,,,,,,,,,
315,31500,60.0,-175.9660856717943,20.0,20.0,20.0,-175.9660856717943,6.0,0.005775403253210243,0.008167217718437314,1.5150786936283112,0.690625,,,,,,,,,
316,31600,30.0,-135.08569942418987,10.0,10.0,10.0,-135.08569942418987,3.0,0.005635306632029824,-0.0064221713691949844,1.5597232580184937,0.6895,,,,,,,,,
317,31700,0.0,-385.8691314333181,0.0,0.0,0.0,-385.8691314333181,0.0,0.00451342947781086,-0.004314675461500883,1.5169517397880554,0.688375,,,,,,,,,
318,31800,0.0,-17.403903839743357,0.0,0.0,0.0,-17.403903839743357,0.0,0.007518989339587279,-0.013214622624218464,1.515677571296692,0.68725,,,,,,,,,
319,31900,60.0,-256.98369783299506,20.0,20.0,20.0,-256.98369783299506,6.0,0.00580803892808035,-0.0023252423852682114,1.5583148896694183,0.686125,,,,,,,,,
320,32000,0.0,-180.31969208151713,0.0,0.0,0.0,-180.31969208151713,0.0,0.0015637983742635697,-0.008681229315698147,1.5152785778045654,0.685,,,,,,,,,
321,32100,90.0,-453.46482166442394,30.0,30.0,30.0,-453.46482166442394,9.0,0.007488187511626165,-0.030057372758165002,1.553397297859192,0.683875,,,,,,,,,
