update,train_mean_episode_return,eval_mean_episode_return,policy_loss,value_loss,entropy
177,-300.8229028254747,,-0.0007941377116367221,4.6459388335545855,1.2865102589130402
178,-313.0209621191025,,-0.0026035644890119634,11.188705861568451,1.2498158117135365
179,-302.6489095509052,,0.0012620831063638132,7.239009141921997,1.2568450719118118
180,-308.98423352241514,-531.1828881978988,-0.004992643410029511,6.008907735347748,1.248825227220853
181,-299.52155911922455,,-0.0038369401978949704,3.939000447591146,1.2017445315917332
182,-267.6468588769436,,-0.0039509903484334545,2.6070926090081534,1.2193441540002823
183,-229.20886760056018,,-0.0028855649288743734,2.077948719263077,1.2278394550085068
184,-194.67534408569335,,-0.00417077219268928,3.114244893193245,1.231094514330228
185,-222.66229667663575,,0.00377668475266546,5.195026258627574,1.213363528251648
186,-225.8882690757513,,-0.0024244149681180716,2.2988660583893457,1.2243266602357228
187,-222.64062584340573,,0.0001331673702225089,5.720537066459656,1.1756394604841869
188,-303.4404464006424,,-0.0006716047646477818,11.895874639352163,1.2263365785280864
189,-350.8493329107761,,0.0008885250426828861,9.496523161729177,1.1473382413387299
190,-351.04442345798014,-998.9279198050499,-0.002437947317957878,9.427931249141693,1.209785337249438
191,-332.9604278355837,,0.002569029243507733,12.285311500231424,1.1788419137398403
192,-349.1622420489788,,-0.00226809224113822,18.124683141708374,1.1976633618275325
193,-300.1990678071976,,-0.003196165159655114,2.7694679299990335,1.1105832954247792
194,-219.9761054933071,,9.974478355919321e-05,2.9177780548731485,1.0787568589051564
195,-308.8494878351688,,2.4632085114717484e-05,13.541882554690043,1.0931470195452373
196,-344.7992392897606,,0.0008983516988034049,6.556150694688161,1.0923321892817814
197,-302.42282270789144,,-0.001696566566048811,6.281485895315806,1.082102547089259
198,-270.36840954124926,,-0.0013478736703594525,1.8263019224007924,1.1292446851730347
199,-268.6247359007597,,-0.0009755758801475167,3.6467568278312683,1.1618528018395107
200,-353.76790118813517,-670.3469350874424,0.002464843758692344,21.656942049662273,1.0361888408660889
201,-274.17199859023094,,-0.0014648295667332907,3.6722473204135895,1.0588646282752354
202,-218.57167200446128,,-0.006184602660747866,1.8250997463862102,1.0568925241629283
203,-236.35584104061127,,-0.0032703157048672438,2.399157057205836,1.006521262228489
204,-223.10393041968345,,-0.0036652907729148865,1.0551136856277783,1.0867113421360652
205,-190.20965041518213,,-0.0009569690252343813,1.3987061580022175,1.1069765786329906
206,-223.72769349217415,,0.0026118126309787235,4.755317062139511,1.1711898197730382
207,-271.1567399084568,,0.000943810484992961,3.027249127626419,1.153976559638977
208,-247.7925821185112,,-0.0024802356104676924,1.588953120013078,1.0792460987965267
209,-233.33734173178672,,-0.0036740912667786083,1.3481289843718212,1.116553728779157
210,-218.31812466979028,-505.8111512184143,-0.0010369386000093073,2.8670365711053214,1.0132073933879535
211,-230.4677540063858,,-0.005323441039460401,1.474215234319369,1.037365737060706
212,-212.55330129861832,,-0.002509684825781733,0.9807146191596985,1.0329864919185638
213,-219.58918882608413,,-0.00366481626406312,2.4506794263919196,1.0278140927354495
214,-213.44480367302896,,-0.0009021239432816704,2.6496060440937677,0.9819583718975385
215,-263.3606746792793,,0.0018382000271230936,10.759863038857779,1.077110822002093
216,-266.45129144638776,,-0.0005077745299786329,3.162949646512667,0.9947305296858152
217,-241.92835710942745,,-0.0013451964283982913,2.8720676749944687,0.9943768158555031
218,-212.69417226165532,,-0.0027103332492212453,1.3111361513535182,0.9300654406348864
219,-176.34171488583087,,-0.0018000885223348935,0.7469912879168987,0.9330914517243704
220,-226.42924386560918,-361.57029500007627,0.0020945200618977347,11.3270250360171,0.9450592497984568
221,-254.33946577906607,,-0.0008271649906722208,1.550577720006307,0.9139610628286997
222,-216.02419608831406,,-0.002844894421286881,1.6264069477717082,0.8806869139273962
223,-224.42186848819256,,-0.0007848511449992657,3.059292440613111,1.0477221409479778
224,-204.67713526785374,,-0.002111612605707099,1.1917987515528996,0.9213777109980583
225,-176.89910819530488,,0.00027295407683899003,1.2092620506882668,0.9667131900787354
226,-189.23834875524045,,-0.009024698209638396,0.8149167522788048,0.9925103609760603
227,-162.89701890051364,,-0.0022840958554297686,1.188203513622284,0.9378654186924299
228,-153.2438303887844,,-0.0033787644933909178,0.6111858723064264,1.0120098888874054
229,-144.5711264371872,,-0.005935120047070086,0.4977302973469098,0.8810042118032774
230,-143.53689422160386,-126.28273006677628,-0.007141787539391468,0.3784256633371115,0.9883949880798658
