update,episode,total_steps,train_team_return,td_loss,q_tot_mean,target_q_tot_mean,epsilon,eval_team_return,eval_mean_agent_return
118,54,5340,-27.263259428123405,0.26802101731300354,2.014622926712036,1.89905846118927,0.9198999999999999,,
119,54,5360,-41.47070986718326,0.25051358342170715,2.034227132797241,1.9515693187713623,0.9196,,
120,54,5380,-57.37415616998625,0.3610045313835144,1.8686267137527466,1.7238428592681885,0.9193,,
121,54,5400,-89.463180507316,0.8843708038330078,1.9031645059585571,1.7644590139389038,0.919,,
122,55,5420,-19.718356603684988,0.5203616619110107,2.1451334953308105,2.163515567779541,0.9187,,
123,55,5440,-36.18447851399982,0.5199652910232544,1.8303719758987427,1.748200535774231,0.9184,,
124,55,5460,-59.75863678757345,0.4298015534877777,1.624802827835083,1.5912189483642578,0.9181,,
125,55,5480,-81.52637874668386,0.4574825167655945,2.1562843322753906,2.097489833831787,0.9178,,
126,55,5500,-101.4387551671252,0.2683153748512268,1.7122300863265991,1.665499210357666,0.9175,,
127,56,5520,-17.59927915085899,0.8109371066093445,1.8859736919403076,1.8827818632125854,0.9172,,
128,56,5540,-34.70815506806688,1.3019049167633057,2.8678510189056396,2.7842752933502197,0.9169,,
129,56,5560,-67.28203192711103,0.32060563564300537,2.2274069786071777,2.2076642513275146,0.9166,,
130,56,5580,-110.97946140215532,2.027508020401001,2.174745798110962,2.009493112564087,0.9163,,
131,56,5600,-144.998217792253,1.0984402894973755,2.1537790298461914,1.9895763397216797,0.916,,
132,57,5620,-15.9115777734628,2.312156915664673,2.419201135635376,2.227806568145752,0.9157,,
133,57,5640,-39.15903146761266,0.47917473316192627,2.161513090133667,2.0483531951904297,0.9154,,
134,57,5660,-64.56886536574936,0.3165733218193054,2.0294241905212402,1.9260395765304565,0.9151,,
135,57,5680,-90.50492064421283,2.0646920204162598,2.0534286499023438,1.9233694076538086,0.9148000000000001,,
136,57,5700,-116.01358368279521,0.904494047164917,1.8500078916549683,1.7679109573364258,0.9145,,
137,58,5720,-19.551011212873252,0.46986123919487,2.1037003993988037,2.035794734954834,0.9142,,
138,58,5740,-46.98695765747673,0.4586326479911804,2.2278811931610107,2.156726837158203,0.9139,,
139,58,5760,-73.70200734694637,1.166572093963623,2.2856667041778564,2.2055861949920654,0.9136,,
140,58,5780,-106.47555688118587,0.30096620321273804,1.8505334854125977,1.8494162559509277,0.9133,,
141,58,5800,-136.0836347002033,0.40193966031074524,2.213432788848877,2.131936550140381,0.913,,
142,59,5820,-20.701986315821948,0.8736695647239685,1.7215838432312012,1.5271341800689697,0.9127,,
143,59,5840,-44.785403215537656,1.8735241889953613,2.2964165210723877,2.0501763820648193,0.9124,,
144,59,5860,-76.66378578483095,0.23526625335216522,1.6711153984069824,1.592450499534607,0.9121,,
145,59,5880,-105.29891309063103,0.47134870290756226,2.3020594120025635,2.214733123779297,0.9117999999999999,,
146,59,5900,-138.51901328792073,0.8502402305603027,2.2649636268615723,2.0546092987060547,0.9115,,
147,60,5920,-14.124203685048016,0.4830886423587799,1.854625940322876,1.6237750053405762,0.9112,,
148,60,5940,-31.427530887449855,0.7892943024635315,2.1502063274383545,2.0202219486236572,0.9109,,
149,60,5960,-50.372807922568626,0.6130558252334595,2.3386807441711426,2.1913256645202637,0.9106,,
150,60,5980,-72.77334205897957,5.1826982498168945,2.3970797061920166,2.103421449661255,0.9103,,
151,60,6000,-94.68700104843484,0.6873668432235718,1.9273271560668945,1.859541416168213,0.91,,
152,61,6020,-16.37729497314823,0.20990873873233795,1.7377902269363403,1.6891759634017944,0.9097,,
153,61,6040,-37.110383125412056,0.5123400688171387,2.573246479034424,2.5591487884521484,0.9094,,
154,61,6060,-55.34456099789274,0.33231520652770996,2.053455352783203,2.0048444271087646,0.9091,,
155,61,6080,-78.4755108272871,0.3486936092376709,2.068115234375,2.11383318901062,0.9088,,
156,61,6100,-116.48746551402903,0.44364744424819946,1.8121381998062134,1.7473664283752441,0.9085,,
157,62,6120,-14.270266901798312,0.48298874497413635,1.906578779220581,1.8375333547592163,0.9082,,
158,62,6140,-35.20730218074578,0.31684717535972595,1.9788511991500854,1.9233897924423218,0.9079,,
159,62,6160,-66.64951413954738,0.1986253410577774,2.1026740074157715,2.023477077484131,0.9076,,
160,62,6180,-88.72781590404995,0.6809569597244263,1.7774074077606201,1.600582242012024,0.9073,,
161,62,6200,-107.91463263063206,0.2012500911951065,1.706054449081421,1.6347723007202148,0.907,,
162,63,6220,-19.693336697955107,0.2164059728384018,1.6547579765319824,1.5149668455123901,0.9067,,
163,63,6240,-48.77917780935631,0.9957143068313599,2.0769338607788086,1.9165081977844238,0.9064,,
164,63,6260,-88.66507699948149,1.0484265089035034,1.8739020824432373,1.697190284729004,0.9061,,
165,63,6280,-132.52193690745753,0.2092941850423813,1.6807023286819458,1.5770422220230103,0.9057999999999999,,
166,63,6300,-177.4529554239157,1.3080604076385498,2.4787259101867676,2.3543190956115723,0.9055,,
167,64,6320,-17.184047871049348,0.3605683445930481,2.3257558345794678,2.3078815937042236,0.9052,,
168,64,6340,-34.06659282520764,0.3784746527671814,1.794602394104004,1.7781771421432495,0.9049,,
169,64,6360,-49.08541739196462,1.0392400026321411,2.294482469558716,2.1634345054626465,0.9046,,
170,64,6380,-69.52304483410752,0.20939600467681885,2.244704484939575,2.2435710430145264,0.9043,,
171,64,6400,-89.07370801238584,0.6838977932929993,2.1447930335998535,2.117894411087036,0.904,,
172,65,6420,-11.806718232937005,1.8717716932296753,2.069514274597168,1.960414171218872,0.9037,,
173,65,6440,-29.362584615998333,0.34961965680122375,2.1088216304779053,1.9957067966461182,0.9034,,
174,65,6460,-47.916235051140774,0.33567124605178833,2.0592846870422363,2.029648780822754,0.9031,,
175,65,6480,-66.46794157284704,0.5633434653282166,2.0044360160827637,1.9194581508636475,0.9028,,
176,65,6500,-90.20701443672175,1.0298153162002563,1.695311427116394,1.548163890838623,0.9025,,
177,66,6520,-21.745029325982877,0.27927228808403015,1.8022992610931396,1.6991338729858398,0.9022,,
178,66,6540,-43.795426307985615,0.347843199968338,1.6871094703674316,1.5402381420135498,0.9019,,
179,66,6560,-66.7000939593649,0.21972842514514923,1.7633978128433228,1.6886208057403564,0.9016,,
180,66,6580,-91.64786698068363,0.4386865794658661,1.710700273513794,1.5843980312347412,0.9013,,
181,66,6600,-128.0541643463001,0.2833026945590973,1.6020066738128662,1.520100474357605,0.901,,
182,67,6620,-24.024254511479242,0.24930086731910706,1.9409773349761963,1.8734791278839111,0.9007,,
183,67,6640,-53.996844016000935,0.34270739555358887,1.6100096702575684,1.5597320795059204,0.9004,,
184,67,6660,-94.70895063505805,0.27759844064712524,1.9271767139434814,1.854607105255127,0.9001,,
185,67,6680,-150.2700581612385,0.5461809635162354,1.6318354606628418,1.5407005548477173,0.8997999999999999,,
186,67,6700,-198.69680432190026,0.6907556653022766,1.618962287902832,1.6086217164993286,0.8995,,
187,68,6720,-21.518432125394327,0.39406901597976685,1.4608932733535767,1.3775686025619507,0.8992,,
188,68,6740,-43.42436724819257,0.17768937349319458,1.6158421039581299,1.6070235967636108,0.8989,,
189,68,6760,-79.07570466743742,0.9810957312583923,1.9631246328353882,1.9390537738800049,0.8986,,
190,68,6780,-125.3425561407478,0.21892961859703064,1.6208572387695312,1.574218988418579,0.8983,,
191,68,6800,-161.20002775124573,0.2942695915699005,1.889404535293579,1.8883253335952759,0.898,,
192,69,6820,-23.494458590241997,0.24679911136627197,1.9384751319885254,1.9418940544128418,0.8976999999999999,,
193,69,6840,-51.09134958390936,0.20167410373687744,1.5580384731292725,1.4634919166564941,0.8974,,
194,69,6860,-101.72268622763917,0.8466312885284424,1.9587821960449219,1.827974557876587,0.8971,,
195,69,6880,-171.07971614815818,0.6901713609695435,1.9029786586761475,1.8256572484970093,0.8968,,
196,69,6900,-235.54763232531133,0.33810123801231384,2.205338716506958,2.133866786956787,0.8965,,
197,70,6920,-15.18699268201626,1.310110330581665,1.6938414573669434,1.5045013427734375,0.8962,,
198,70,6940,-25.962042021792747,0.6939671635627747,1.8446738719940186,1.6898274421691895,0.8959,,
199,70,6960,-44.4167884444092,1.160200834274292,1.8047796487808228,1.6015503406524658,0.8956,,
200,70,6980,-73.36140027458731,0.48905056715011597,1.5542545318603516,1.3778024911880493,0.8953,,
201,70,7000,-113.14043921425612,0.26832178235054016,2.0712192058563232,2.00095796585083,0.895,,
202,71,7020,-23.559009260787327,0.9221601486206055,1.9802765846252441,1.9175347089767456,0.8947,,
203,71,7040,-46.837840884241785,0.28079965710639954,1.8852026462554932,1.8591680526733398,0.8944,,
204,71,7060,-69.30798506288822,0.6658204197883606,1.9847065210342407,1.9492751359939575,0.8941,,
205,71,7080,-99.78095044380983,0.24037188291549683,1.8122434616088867,1.8168975114822388,0.8938,,
206,71,7100,-140.80774519651078,0.23993605375289917,1.722274661064148,1.7034697532653809,0.8935,,
207,72,7120,-26.49427877838328,0.6799464821815491,1.7447707653045654,1.6729679107666016,0.8932,,
208,72,7140,-51.8157814319514,1.2223893404006958,2.025944709777832,1.8642035722732544,0.8929,,
209,72,7160,-83.0125638788434,0.3848446309566498,1.5463329553604126,1.4184927940368652,0.8926000000000001,,
210,72,7180,-110.35763414293709,0.18662092089653015,1.4977771043777466,1.4721626043319702,0.8923,,
211,72,7200,-137.4853137185369,0.4285171329975128,1.955171823501587,1.8477683067321777,0.892,,
212,73,7220,-25.8510840198313,0.3488154709339142,1.8261107206344604,1.6990001201629639,0.8916999999999999,,
213,73,7240,-48.89611278792575,3.570037841796875,1.7358860969543457,1.5486267805099487,0.8914,,
214,73,7260,-70.4480982110756,0.29866987466812134,2.0092368125915527,1.967242956161499,0.8911,,
215,73,7280,-94.00599744449488,0.9144719243049622,1.4501128196716309,1.344404935836792,0.8908,,
216,73,7300,-122.21536213442506,1.5644100904464722,1.957014560699463,1.8535828590393066,0.8905,,
217,74,7320,-25.80853000938543,0.3036844730377197,1.6587094068527222,1.680532693862915,0.8902,,
218,74,7340,-58.03591754021834,0.22574695944786072,2.0605387687683105,2.1078810691833496,0.8899,,
219,74,7360,-91.52353330296826,0.2330358326435089,1.447929859161377,1.448969841003418,0.8896,,
220,74,7380,-125.29791098309457,0.36082297563552856,1.7747647762298584,1.7987772226333618,0.8893,,
221,74,7400,-151.3810939697659,0.4101599454879761,1.5846987962722778,1.5254833698272705,0.889,,
222,75,7420,-19.940737827424133,0.28175801038742065,2.054111957550049,2.0322964191436768,0.8887,,
223,75,7440,-58.44161713232249,0.5562489032745361,2.013500213623047,1.9511253833770752,0.8884,,
224,75,7460,-107.45072940893647,0.3241409659385681,1.999980092048645,1.9762588739395142,0.8881,,
225,75,7480,-161.9829443281967,0.27816760540008545,1.9466782808303833,1.9631166458129883,0.8878,,
226,75,7500,-222.6146825395218,0.7685790657997131,1.6338824033737183,1.5225074291229248,0.8875,-357.7393480636532,-357.7393480636532
227,76,7520,-14.36879455636612,0.6606505513191223,2.049940347671509,1.9187688827514648,0.8872,,
228,76,7540,-33.14716786777275,0.26134195923805237,1.867569923400879,1.7292662858963013,0.8869,,
229,76,7560,-59.55425593366997,0.37438368797302246,1.6186472177505493,1.5343506336212158,0.8866,,
230,76,7580,-107.05236595851662,0.6598548293113708,2.1595492362976074,1.9828617572784424,0.8863,,
231,76,7600,-174.68397060399118,0.24522294104099274,2.112583637237549,1.9831910133361816,0.886,,
232,77,7620,-21.22218938959839,0.6922273635864258,2.2679085731506348,2.095052719116211,0.8857,,
233,77,7640,-46.01114341770481,1.2787396907806396,2.7065927982330322,2.599937677383423,0.8854,,
234,77,7660,-67.79556727753794,0.4841366112232208,1.6515129804611206,1.5061365365982056,0.8851,,
235,77,7680,-99.35724211825462,0.7158001065254211,1.8487046957015991,1.804818034172058,0.8848,,
236,77,7700,-143.27971863599208,0.34585845470428467,2.201127767562866,2.1381349563598633,0.8845000000000001,,
237,78,7720,-37.910864660499385,0.9363067150115967,1.8523976802825928,1.699694037437439,0.8842,,
238,78,7740,-78.91025959256875,3.0482516288757324,1.9259026050567627,1.71946120262146,0.8839,,
239,78,7760,-133.8471055761719,0.29815924167633057,2.0464868545532227,1.970834493637085,0.8835999999999999,,
240,78,7780,-188.75574301122523,0.4002336859703064,1.9659714698791504,1.8901711702346802,0.8833,,
241,78,7800,-255.3863127452883,0.6953516602516174,1.9621015787124634,1.802532434463501,0.883,,
242,79,7820,-18.42331078817775,0.34149235486984253,1.6241806745529175,1.50741708278656,0.8827,,
243,79,7840,-36.34149149839381,0.3157469630241394,2.7806248664855957,2.6971352100372314,0.8824,,
244,79,7860,-51.357261910743624,0.38531631231307983,1.842111349105835,1.7866287231445312,0.8821,,
245,79,7880,-68.86817559432916,0.559416651725769,2.1363463401794434,2.038541793823242,0.8818,,
246,79,7900,-91.41463321822161,0.43555504083633423,2.037976026535034,2.0249898433685303,0.8815,,
247,80,7920,-8.517091351674246,0.9891946911811829,2.4047224521636963,2.2043497562408447,0.8812,,
248,80,7940,-22.934681584661302,0.27382469177246094,2.3326804637908936,2.264683723449707,0.8809,,
249,80,7960,-44.49953993241325,0.2335619181394577,2.1012680530548096,2.033156156539917,0.8806,,
250,80,7980,-69.3242953521611,0.5006444454193115,1.5580447912216187,1.4573255777359009,0.8803,,
251,80,8000,-110.37404774211892,0.2913758456707001,2.348529815673828,2.3234517574310303,0.88,,
252,81,8020,-39.30786044905165,0.21191221475601196,2.122643232345581,2.0629403591156006,0.8797,,
253,81,8040,-66.19890282581237,1.009958267211914,1.9290616512298584,1.7574782371520996,0.8794,,
254,81,8060,-81.17786976204398,0.42343956232070923,2.2212250232696533,2.1419851779937744,0.8791,,
255,81,8080,-99.16904587140066,0.6262622475624084,1.7945821285247803,1.714988112449646,0.8788,,
256,81,8100,-130.07729569363644,0.9046599268913269,2.1867053508758545,2.1020615100860596,0.8785,,
257,82,8120,-20.642593000996026,0.298709899187088,1.908064603805542,1.847651720046997,0.8782,,
258,82,8140,-44.05405757031959,8.609970092773438,2.272500514984131,2.075810670852661,0.8779,,
259,82,8160,-69.82492380600567,0.2374129742383957,2.2642111778259277,2.2693569660186768,0.8775999999999999,,
260,82,8180,-104.37335001279543,0.25427401065826416,1.8776881694793701,1.8517467975616455,0.8773,,
261,82,8200,-161.19278132852838,1.1411844491958618,2.093606472015381,1.9166598320007324,0.877,,
262,83,8220,-20.767530295360555,0.3331886827945709,1.908194661140442,1.8315789699554443,0.8767,,
263,83,8240,-41.01748909556643,0.31955695152282715,1.852860450744629,1.6951361894607544,0.8764,,
264,83,8260,-63.497145630699755,1.2054296731948853,2.1492724418640137,1.9836437702178955,0.8761,,
265,83,8280,-88.60197710503235,0.18155187368392944,1.7582560777664185,1.6888748407363892,0.8758,,
266,83,8300,-106.15733867112499,0.3202168047428131,1.9231972694396973,1.8235983848571777,0.8755,,
267,84,8320,-12.413515189405176,0.19734002649784088,1.616138219833374,1.5628328323364258,0.8752,,
268,84,8340,-24.51681869422655,0.1731528639793396,1.833392858505249,1.8139173984527588,0.8749,,
269,84,8360,-35.399876692991164,0.3389692008495331,1.9527136087417603,1.9163539409637451,0.8746,,
270,84,8380,-44.731027290766555,1.3606220483779907,2.1499109268188477,2.0479507446289062,0.8743,,
271,84,8400,-55.78773932931408,0.8179568648338318,2.1355693340301514,2.0520341396331787,0.874,,
272,85,8420,-21.582576881214916,8.587733268737793,2.3598814010620117,2.074201822280884,0.8737,,
273,85,8440,-58.38764635581888,0.6668248176574707,1.9882620573043823,1.9762622117996216,0.8734,,
274,85,8460,-91.78661931053219,0.6103430390357971,2.176422595977783,2.1480579376220703,0.8731,,
275,85,8480,-114.31607805505791,0.8092259168624878,1.773486852645874,1.7522425651550293,0.8728,,
276,85,8500,-133.91822264251905,0.7028965950012207,1.6672322750091553,1.63393235206604,0.8725,,
277,86,8520,-20.741525225747935,4.439062595367432,2.358891010284424,2.1860711574554443,0.8722,,
278,86,8540,-52.618735907906384,0.7643915414810181,2.2113494873046875,2.1082746982574463,0.8719,,
279,86,8560,-75.57496997793031,0.2083551585674286,1.9819608926773071,2.0213446617126465,0.8715999999999999,,
