update,episode,total_steps,train_team_return,td_loss,grad_norm,q_tot_mean,target_q_tot_mean,epsilon,eval_team_return,eval_mean_agent_return
67,44,4320,-8.694413779912008,0.10127875953912735,2.2406005859375,3.5629725456237793,3.507998466491699,0.9352,,
68,44,4340,-20.15283543842105,0.10627040266990662,2.2070634365081787,3.899928331375122,3.9278550148010254,0.9349,,
69,44,4360,-32.76858961961833,0.17776772379875183,2.7008121013641357,4.380505084991455,4.322072505950928,0.9346,,
70,44,4380,-47.436443276960766,0.17624032497406006,2.142449140548706,3.813258171081543,3.7800021171569824,0.9343,,
71,44,4400,-66.2224501874242,0.07371736317873001,1.5859105587005615,3.8900816440582275,3.9050137996673584,0.9339999999999999,,
72,45,4420,-29.185953668574825,0.10020464658737183,3.9253475666046143,3.8171844482421875,3.8873891830444336,0.9337,,
73,45,4440,-60.81209575688938,0.105072982609272,2.496961832046509,3.4836337566375732,3.5568313598632812,0.9334,,
74,45,4460,-114.216830159343,0.25641047954559326,1.9535470008850098,4.179026126861572,4.050652027130127,0.9331,,
75,45,4480,-181.74664884540803,0.25853896141052246,2.639012098312378,3.978235960006714,3.8649260997772217,0.9328,,
76,45,4500,-244.08266236540223,0.11585496366024017,2.7458627223968506,4.455777168273926,4.475170135498047,0.9325,,
77,46,4520,-17.498795477945457,0.1266196221113205,2.705376625061035,4.245647430419922,4.259838104248047,0.9322,,
78,46,4540,-37.99721756420849,0.263809472322464,1.9591304063796997,4.143993377685547,3.9538912773132324,0.9319,,
79,46,4560,-57.296131668272196,0.1296658217906952,2.910978078842163,3.816041946411133,3.8009257316589355,0.9316,,
80,46,4580,-76.84290131187129,0.08301141113042831,2.7370736598968506,4.025258541107178,4.048449516296387,0.9313,,
81,46,4600,-99.69072998485323,0.14056146144866943,3.3727970123291016,4.0518107414245605,3.938581943511963,0.931,,
82,47,4620,-23.345396368105586,0.16523653268814087,1.7784197330474854,3.7437033653259277,3.651317596435547,0.9307,,
83,47,4640,-48.85546040816363,0.1524129956960678,2.3393824100494385,4.008541107177734,3.935891628265381,0.9304,,
84,47,4660,-81.3556911297435,0.1753261834383011,2.6667323112487793,3.6102547645568848,3.544268846511841,0.9301,,
85,47,4680,-115.44690219765045,0.1891607791185379,1.7084376811981201,3.9269325733184814,3.821643352508545,0.9298,,
86,47,4700,-134.33935242580347,0.07959824055433273,1.7666435241699219,4.087582588195801,4.0888261795043945,0.9295,,
87,48,4720,-18.54878163679737,0.13103428483009338,2.2170701026916504,4.411153793334961,4.372813701629639,0.9292,,
88,48,4740,-44.508301901309885,0.12970876693725586,2.777235507965088,3.9171152114868164,3.8681094646453857,0.9289000000000001,,
89,48,4760,-71.10934615918111,0.1389988362789154,2.4647951126098633,3.879819393157959,3.860462188720703,0.9286,,
90,48,4780,-99.36633592165845,0.1383402943611145,1.6085423231124878,3.8143279552459717,3.8064980506896973,0.9283,,
91,48,4800,-124.22513685281722,0.07791292667388916,2.0928168296813965,3.7887537479400635,3.844630241394043,0.9279999999999999,,
92,49,4820,-28.50393430015323,0.12901388108730316,1.972106695175171,4.197890281677246,4.160961151123047,0.9277,,
93,49,4840,-59.85465717186018,0.1397320181131363,2.2294654846191406,4.05246114730835,4.011139869689941,0.9274,,
94,49,4860,-82.30074308216125,0.12259571254253387,1.9010587930679321,3.8510358333587646,3.8015146255493164,0.9271,,
95,49,4880,-105.09944296618987,0.19079509377479553,1.7190704345703125,3.578047752380371,3.4594497680664062,0.9268,,
96,49,4900,-130.6154360149725,0.11860015988349915,2.0336356163024902,4.140339374542236,4.098908424377441,0.9265,,
97,50,4920,-22.1912420374038,0.1055571585893631,2.5651845932006836,4.325771331787109,4.310074806213379,0.9262,,
98,50,4940,-48.95494203114574,0.1350027322769165,1.5532608032226562,4.042098045349121,3.979823112487793,0.9259,,
99,50,4960,-89.09438146271881,0.0735870897769928,1.526453971862793,3.8421950340270996,3.8190014362335205,0.9256,,
100,50,4980,-138.73578588365413,0.07424220442771912,1.6270571947097778,4.446001052856445,4.405008316040039,0.9253,,
101,50,5000,-209.3627280382429,0.14162921905517578,3.339458703994751,4.233226299285889,4.218378067016602,0.925,-430.56446133293196,-430.56446133293196
102,51,5020,-18.623854101741294,0.09987179189920425,1.4535847902297974,3.802978277206421,3.761592149734497,0.9247,,
103,51,5040,-34.95420145504889,0.18039727210998535,1.6912444829940796,3.7234280109405518,3.6418797969818115,0.9244,,
104,51,5060,-58.835902465218716,0.17485693097114563,2.2999508380889893,4.119933128356934,4.017580986022949,0.9241,,
105,51,5080,-89.77826648699761,0.11354503035545349,1.9516783952713013,4.272609710693359,4.258123397827148,0.9238,,
106,51,5100,-123.61661346244142,0.06266339123249054,2.246562957763672,4.204528331756592,4.168498992919922,0.9235,,
107,52,5120,-35.272262459456684,0.13534212112426758,1.82388436794281,3.266455888748169,3.2054426670074463,0.9232,,
108,52,5140,-67.12511213605758,0.21061073243618011,3.3972156047821045,4.232710361480713,4.083305358886719,0.9229,,
109,52,5160,-92.05466194269802,0.06775613874197006,1.9462683200836182,3.6336441040039062,3.6868982315063477,0.9226,,
110,52,5180,-120.95308480800949,0.06632058322429657,1.798740267753601,3.5661027431488037,3.6248929500579834,0.9223,,
111,52,5200,-155.0056277632447,0.12330213934183121,2.3977036476135254,4.101476669311523,4.097567081451416,0.922,,
112,53,5220,-35.50288055519942,0.14625325798988342,2.276689291000366,4.245755672454834,4.239255428314209,0.9217,,
113,53,5240,-60.18962023055331,0.1043006181716919,2.466909408569336,4.009554862976074,4.016313552856445,0.9214,,
114,53,5260,-90.22808291619921,0.10015689581632614,1.5971637964248657,3.6126248836517334,3.5809693336486816,0.9211,,
115,53,5280,-123.15232051422366,0.12278445065021515,1.739051342010498,3.6956098079681396,3.6361474990844727,0.9208000000000001,,
116,53,5300,-165.74320508677266,0.12157350778579712,1.8515291213989258,3.8931994438171387,3.840564012527466,0.9205,,
117,54,5320,-14.100914743331776,0.17203553020954132,1.91025972366333,4.054418087005615,3.97582745552063,0.9202,,
118,54,5340,-31.182538553371085,0.10381145775318146,2.89341139793396,4.046807765960693,4.010493278503418,0.9198999999999999,,
119,54,5360,-44.700032542415336,0.09629576653242111,2.532893180847168,4.350471496582031,4.348609924316406,0.9196,,
120,54,5380,-59.546921059647936,0.11514102667570114,1.9198228120803833,3.8904378414154053,3.7974307537078857,0.9193,,
121,54,5400,-91.91673254972468,0.1960565596818924,2.098599672317505,3.962000608444214,3.8134820461273193,0.919,,
122,55,5420,-19.718356603684988,0.1304795891046524,2.223439931869507,4.441035747528076,4.422231674194336,0.9187,,
123,55,5440,-36.18447851399982,0.2543674111366272,1.9814343452453613,4.37407922744751,4.1823320388793945,0.9184,,
124,55,5460,-59.75863678757345,0.10077539086341858,2.8745832443237305,4.1143083572387695,4.1808671951293945,0.9181,,
125,55,5480,-81.52637874668386,0.10987858474254608,1.8163366317749023,3.845608711242676,3.844364881515503,0.9178,,
126,55,5500,-101.4387551671252,0.06864134222269058,1.2412127256393433,3.8268353939056396,3.8344058990478516,0.9175,,
127,56,5520,-18.189601184641205,0.17542755603790283,2.7944321632385254,4.518982887268066,4.480959415435791,0.9172,,
128,56,5540,-56.815769590974185,0.3039734959602356,2.439781427383423,4.681868553161621,4.459147930145264,0.9169,,
129,56,5560,-103.65066064916623,0.06068359687924385,2.0524888038635254,4.474973678588867,4.482421398162842,0.9166,,
130,56,5580,-160.5511730223055,0.14563563466072083,2.042104482650757,4.028435230255127,3.9414689540863037,0.9163,,
131,56,5600,-221.7100846617791,0.3573192358016968,3.0615293979644775,4.635966777801514,4.374955177307129,0.916,,
132,57,5620,-15.9115777734628,0.28152304887771606,2.8333969116210938,4.877065658569336,4.683155059814453,0.9157,,
133,57,5640,-38.49613388871628,0.08978154510259628,1.878705382347107,4.517683029174805,4.460239410400391,0.9154,,
134,57,5660,-62.87617123150736,0.10243549942970276,3.2737462520599365,4.640330791473389,4.630242824554443,0.9151,,
135,57,5680,-88.81222650997083,0.1865263134241104,2.8020167350769043,4.213781833648682,4.1486616134643555,0.9148000000000001,,
136,57,5700,-114.41880316352388,0.12718380987644196,2.037170648574829,4.041810512542725,3.948160409927368,0.9145,,
137,58,5720,-19.5282587872402,0.1097179725766182,1.851418375968933,4.431356430053711,4.42767858505249,0.9142,,
138,58,5740,-42.01626850446373,0.10324181616306305,2.9154584407806396,4.465959548950195,4.46366548538208,0.9139,,
139,58,5760,-63.874229471404654,0.17074114084243774,3.1539993286132812,4.556515693664551,4.486749649047852,0.9136,,
140,58,5780,-84.82905809323778,0.06810663640499115,1.9763654470443726,4.043889045715332,4.047092914581299,0.9133,,
141,58,5800,-118.0406435078205,0.10773929208517075,2.2566356658935547,4.252945899963379,4.230757236480713,0.913,,
142,59,5820,-20.701986315821948,0.10909797996282578,2.2509825229644775,3.973912239074707,3.911820888519287,0.9127,,
143,59,5840,-46.34217045986036,0.21242769062519073,2.023329019546509,4.082143783569336,3.9457204341888428,0.9124,,
144,59,5860,-80.8374092943125,0.05497974157333374,1.726941466331482,3.907278299331665,3.9299845695495605,0.9121,,
145,59,5880,-111.78096863076848,0.1108596920967102,2.8851003646850586,4.417529106140137,4.46972131729126,0.9117999999999999,,
146,59,5900,-147.4750024653413,0.10925409942865372,2.9597911834716797,4.703566074371338,4.639963150024414,0.9115,,
147,60,5920,-14.124203685048016,0.11945035308599472,2.316993236541748,4.495472431182861,4.460473537445068,0.9112,,
148,60,5940,-32.34684640607319,0.12443806231021881,2.425105571746826,4.588298320770264,4.544674873352051,0.9109,,
149,60,5960,-54.021450125229386,0.18480008840560913,2.20223069190979,4.637996196746826,4.498484134674072,0.9106,,
150,60,5980,-87.48452359503504,0.34601277112960815,2.0352957248687744,4.416950702667236,4.116422176361084,0.9103,,
151,60,6000,-131.57866149642015,0.11062724888324738,2.0221848487854004,4.082285404205322,4.019271373748779,0.91,,
152,61,6020,-16.37729497314823,0.047387294471263885,1.9231184720993042,3.8920483589172363,3.8921542167663574,0.9097,,
153,61,6040,-37.110383125412056,0.13389772176742554,3.5173470973968506,4.592397212982178,4.565153121948242,0.9094,,
154,61,6060,-55.34456099789274,0.18477220833301544,3.1427628993988037,4.777007102966309,4.664271354675293,0.9091,,
155,61,6080,-78.08072433313068,0.062161073088645935,1.7488212585449219,4.604101657867432,4.607996940612793,0.9088,,
156,61,6100,-113.60290662761774,0.08679420500993729,1.760543704032898,3.95615553855896,3.925077438354492,0.9085,,
157,62,6120,-14.270266901798312,0.12750343978405,2.5667617321014404,4.318926811218262,4.283982276916504,0.9082,,
158,62,6140,-32.53521948961677,0.19390368461608887,3.2787787914276123,4.786794662475586,4.663279056549072,0.9079,,
159,62,6160,-58.26344578696201,0.04379885643720627,1.7513301372528076,3.8858132362365723,3.8879218101501465,0.9076,,
160,62,6180,-79.95809725826152,0.13425007462501526,2.372469663619995,3.8421101570129395,3.777848482131958,0.9073,,
161,62,6200,-103.48908218906215,0.04809238389134407,1.5677272081375122,3.9058196544647217,3.9413938522338867,0.907,,
162,63,6220,-21.83956826995137,0.05205986648797989,2.384795665740967,4.324618816375732,4.314167022705078,0.9067,,
163,63,6240,-58.19708000624247,0.13782189786434174,2.44834566116333,4.720831394195557,4.652420997619629,0.9064,,
164,63,6260,-102.95413584038133,0.17015574872493744,1.4910433292388916,4.1851396560668945,4.078057289123535,0.9061,,
165,63,6280,-157.5759109599116,0.08550017327070236,1.7050806283950806,3.7950093746185303,3.8115432262420654,0.9057999999999999,,
166,63,6300,-216.21601104963798,0.20074060559272766,2.053426742553711,4.700495719909668,4.625028610229492,0.9055,,
167,64,6320,-17.810569823800503,0.09014534950256348,2.8058900833129883,4.53997278213501,4.580417156219482,0.9052,,
168,64,6340,-29.900551143572518,0.2530190348625183,2.625061511993408,4.344836711883545,4.161174774169922,0.9049,,
169,64,6360,-45.24477936524154,0.1457858383655548,2.157857656478882,4.669615745544434,4.552536964416504,0.9046,,
170,64,6380,-80.24838113624197,0.062225449830293655,2.440631866455078,5.050493240356445,5.076891899108887,0.9043,,
171,64,6400,-127.52880443014364,0.15152989327907562,2.535310745239258,4.593067169189453,4.549571514129639,0.904,,
172,65,6420,-11.553617665413263,0.2488902509212494,2.6854636669158936,4.421525001525879,4.216938495635986,0.9037,,
173,65,6440,-28.20572284120856,0.13593712449073792,2.7040674686431885,4.450104713439941,4.302106857299805,0.9034,,
174,65,6460,-49.0682739738756,0.07780465483665466,1.8291690349578857,5.017753601074219,4.977498531341553,0.9031,,
175,65,6480,-71.61813724107739,0.08994676917791367,1.8124727010726929,4.223862648010254,4.196137428283691,0.9028,,
176,65,6500,-96.22257360128822,0.13322913646697998,2.1749203205108643,4.214059829711914,4.120927810668945,0.9025,,
177,66,6520,-21.33325603175778,0.09422909468412399,1.963014841079712,4.037757873535156,3.959691286087036,0.9022,,
178,66,6540,-43.346574949476235,0.08010610938072205,1.7598930597305298,4.291626453399658,4.264689922332764,0.9019,,
179,66,6560,-67.88864103829252,0.04720247909426689,1.8076249361038208,3.8960723876953125,3.9092788696289062,0.9016,,
180,66,6580,-94.29612322314857,0.11540928483009338,1.8554012775421143,4.2149577140808105,4.171607494354248,0.9013,,
181,66,6600,-129.66073522574283,0.07517295330762863,1.4103875160217285,3.727206230163574,3.70192813873291,0.901,,
182,67,6620,-24.159028599340164,0.08571922779083252,1.8280088901519775,4.477661609649658,4.452776908874512,0.9007,,
183,67,6640,-56.686683358195175,0.12312932312488556,2.8164210319519043,4.3617377281188965,4.325894355773926,0.9004,,
184,67,6660,-97.64678286259388,0.1720687597990036,2.0477981567382812,4.580856800079346,4.513496398925781,0.9001,,
185,67,6680,-153.71481598059594,0.17418479919433594,2.4603829383850098,4.270735740661621,4.141839027404785,0.8997999999999999,,
186,67,6700,-204.72512851294573,0.1317381113767624,2.5400404930114746,4.418496131896973,4.394071578979492,0.8995,,
187,68,6720,-21.518432125394327,0.06291252374649048,2.715658664703369,3.9528489112854004,3.9001357555389404,0.8992,,
188,68,6740,-43.08247499431072,0.05297800153493881,2.3552589416503906,4.532896518707275,4.546481609344482,0.8989,,
189,68,6760,-68.80169395726271,0.1487048864364624,4.034595966339111,4.714287757873535,4.738535404205322,0.8986,,
190,68,6780,-96.75526179170431,0.05430515855550766,1.9036054611206055,4.376801013946533,4.394818305969238,0.8983,,
191,68,6800,-131.93695575058717,0.07170765846967697,2.232132911682129,4.25597620010376,4.2730183601379395,0.898,,
192,69,6820,-22.536669878469798,0.058104097843170166,2.088061571121216,4.7710723876953125,4.8040947914123535,0.8976999999999999,,
193,69,6840,-47.22259301635341,0.11948307603597641,1.5396887063980103,4.1473917961120605,4.051629066467285,0.8974,,
194,69,6860,-94.45861562680638,0.12738916277885437,1.8372238874435425,4.270244598388672,4.171154499053955,0.8971,,
195,69,6880,-152.69359702709656,0.11918787658214569,2.1812140941619873,4.525760173797607,4.4495954513549805,0.8968,,
196,69,6900,-213.67476608783508,0.0704699158668518,2.163637399673462,4.801018238067627,4.74529504776001,0.8965,,
197,70,6920,-15.120691011682212,0.1965552121400833,1.8373557329177856,4.328172206878662,4.170100688934326,0.8962,,
198,70,6940,-26.068135639269457,0.142075777053833,2.394434928894043,4.198821067810059,4.118782043457031,0.8959,,
199,70,6960,-45.275750351191064,0.11955665051937103,1.8802292346954346,4.20778751373291,4.1273040771484375,0.8956,,
200,70,6980,-77.25753114474395,0.187176913022995,2.1125969886779785,4.252942085266113,4.114258766174316,0.8953,,
201,70,7000,-117.2098730373833,0.06127189099788666,1.6978228092193604,4.1116623878479,4.116937637329102,0.895,,
202,71,7020,-23.133825497844214,0.14752931892871857,2.212723731994629,4.730659484863281,4.682559967041016,0.8947,,
203,71,7040,-44.05809759866825,0.11410630494356155,2.3717215061187744,4.626500606536865,4.579535007476807,0.8944,,
204,71,7060,-65.51518563416938,0.1133623719215393,1.6707127094268799,4.719476222991943,4.668212890625,0.8941,,
205,71,7080,-95.87786861965992,0.06156516447663307,1.7319960594177246,4.081149101257324,4.095151424407959,0.8938,,
206,71,7100,-135.766466649164,0.10436850041151047,1.6953204870224,4.669442653656006,4.635197162628174,0.8935,,
207,72,7120,-26.49427877838328,0.15635161101818085,1.8368278741836548,4.159934997558594,4.08296012878418,0.8932,,
208,72,7140,-51.8157814319514,0.23403871059417725,2.295138120651245,4.701489448547363,4.494455337524414,0.8929,,
209,72,7160,-83.0125638788434,0.06846671551465988,1.2829089164733887,4.153507709503174,4.136944770812988,0.8926000000000001,,
210,72,7180,-110.5209144705728,0.04218321666121483,1.8387142419815063,3.807236433029175,3.82438325881958,0.8923,,
211,72,7200,-137.53039227704056,0.13676857948303223,2.150683641433716,4.521937847137451,4.465242385864258,0.892,,
212,73,7220,-25.787344629179813,0.11373313516378403,1.93520188331604,4.138554096221924,4.106670379638672,0.8916999999999999,,
213,73,7240,-48.62399809107705,0.20350061357021332,2.222215175628662,4.435188293457031,4.2982330322265625,0.8914,,
214,73,7260,-72.79554765156054,0.0763978585600853,1.622170090675354,4.311702251434326,4.297221660614014,0.8911,,
215,73,7280,-96.09319021865964,0.25811484456062317,2.1225993633270264,4.078813552856445,3.921759843826294,0.8908,,
216,73,7300,-119.3490068743895,0.15586669743061066,2.152118444442749,4.871797561645508,4.8124494552612305,0.8905,,
217,74,7320,-25.80853000938543,0.0775870531797409,1.6209228038787842,4.353696346282959,4.359250545501709,0.8902,,
218,74,7340,-56.72318707848622,0.060014791786670685,1.9850263595581055,4.612046718597412,4.610576629638672,0.8899,,
219,74,7360,-88.7316088721104,0.05508773773908615,1.52809739112854,3.9973599910736084,3.9621434211730957,0.8896,,
220,74,7380,-120.084657568919,0.15277943015098572,2.503422737121582,4.60145378112793,4.470706939697266,0.8893,,
221,74,7400,-148.46401339746672,0.11445065587759018,1.8442035913467407,4.328571319580078,4.2272491455078125,0.889,,
222,75,7420,-19.940737827424133,0.07823449373245239,2.089188575744629,4.712539196014404,4.693897724151611,0.8887,,
223,75,7440,-57.984510601480906,0.27376747131347656,2.109199047088623,5.004122257232666,4.788115501403809,0.8884,,
224,75,7460,-108.27335553775767,0.18977384269237518,2.524174451828003,4.9126787185668945,4.769870758056641,0.8881,,
225,75,7480,-168.42474182950573,0.07135133445262909,3.085808753967285,4.767496109008789,4.826144695281982,0.8878,,
226,75,7500,-231.4657718110807,0.20019087195396423,2.5216023921966553,4.6322407722473145,4.542510986328125,0.8875,-426.86071060049153,-426.86071060049153
227,76,7520,-16.842747000688096,0.14705190062522888,2.4242115020751953,5.083223342895508,5.0285844802856445,0.8872,,
228,76,7540,-52.5965807777581,0.06879818439483643,1.9716994762420654,4.744333744049072,4.732608318328857,0.8869,,
229,76,7560,-94.86404084863621,0.05583652853965759,1.7059077024459839,4.7371745109558105,4.744789123535156,0.8866,,
230,76,7580,-159.01087326520843,0.09183129668235779,3.024905204772949,4.88476037979126,4.833199501037598,0.8863,,
231,76,7600,-226.29002571476641,0.06817124038934708,2.2419791221618652,4.56879997253418,4.562204360961914,0.886,,
232,77,7620,-20.611150115762438,0.16744467616081238,3.033504009246826,4.953677654266357,4.858829498291016,0.8857,,
233,77,7640,-42.41190516186566,0.2846046984195709,4.0026021003723145,5.567729473114014,5.488536834716797,0.8854,,
234,77,7660,-59.85352783430238,0.11251065135002136,1.7065025568008423,4.623326778411865,4.5361785888671875,0.8851,,
235,77,7680,-84.78859037359146,0.16021323204040527,4.067317008972168,5.046083450317383,5.040999412536621,0.8848,,
236,77,7700,-125.48014060921307,0.2721339464187622,2.6759800910949707,5.256514072418213,5.1222453117370605,0.8845000000000001,,
237,78,7720,-38.86751481731527,0.14258477091789246,2.3490703105926514,4.912420749664307,4.861913681030273,0.8842,,
238,78,7740,-87.15781205741145,0.18878187239170074,3.136101245880127,5.0039262771606445,4.876130104064941,0.8839,,
239,78,7760,-151.5336909047948,0.07287994027137756,2.769165515899658,5.395041465759277,5.4148101806640625,0.8835999999999999,,
240,78,7780,-220.4840903164319,0.15422852337360382,3.083643913269043,5.586989402770996,5.538822650909424,0.8833,,
