episode,total_steps,adversary_team_return,prey_return,adversary_0_return,adversary_1_return,adversary_2_return,agent_0_return,train_touch_count,mean_critic_loss,mean_actor_loss,mean_actor_entropy,epsilon,eval_self_play_adversary_return,eval_self_play_prey_return,eval_adv_vs_random_prey_adversary_return,eval_adv_vs_random_prey_prey_return,eval_random_adv_vs_prey_adversary_return,eval_random_adv_vs_prey_prey_return,eval_self_play_touch_count,eval_adv_vs_random_prey_touch_count,eval_random_adv_vs_prey_touch_count
83,8300,0.0,-18.836220845101113,0.0,0.0,0.0,-18.836220845101113,0.0,0.003980244495323859,0.029786899220198393,1.5755256414413452,0.96775,,,,,,,,,
84,8400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006803558382671326,0.01448260759934783,1.5864218473434448,0.967,,,,,,,,,
85,8500,60.0,-308.4198765746944,20.0,20.0,20.0,-308.4198765746944,6.0,0.007077748945448548,0.005707890726625919,1.556501418352127,0.96625,,,,,,,,,
86,8600,60.0,-65.12502108038312,20.0,20.0,20.0,-65.12502108038312,6.0,0.00884286910877563,0.010001206770539284,1.556678831577301,0.9655,,,,,,,,,
87,8700,0.0,-33.4358624329304,0.0,0.0,0.0,-33.4358624329304,0.0,0.0034185768163297325,0.01705466932617128,1.5500186383724213,0.96475,,,,,,,,,
88,8800,0.0,-22.878242836305404,0.0,0.0,0.0,-22.878242836305404,0.0,0.008913869853131473,0.02098538284189999,1.5477607548236847,0.964,,,,,,,,,
89,8900,0.0,-72.88679372977674,0.0,0.0,0.0,-72.88679372977674,0.0,0.006775036104954779,0.01417145086452365,1.5854291021823883,0.96325,,,,,,,,,
90,9000,30.0,-19.8015185296092,10.0,10.0,10.0,-19.8015185296092,3.0,0.001464864268200472,0.03444884903728962,1.57122340798378,0.9625,,,,,,,,,
91,9100,0.0,-512.6016066970378,0.0,0.0,0.0,-512.6016066970378,0.0,0.009477406652877107,0.013994303531944752,1.5828601121902466,0.96175,,,,,,,,,
92,9200,60.0,-62.40155167017825,20.0,20.0,20.0,-62.40155167017825,6.0,0.003870864733471535,0.01798224973026663,1.5463916659355164,0.961,,,,,,,,,
93,9300,0.0,-247.12032311746245,0.0,0.0,0.0,-247.12032311746245,0.0,0.011634136055363342,-0.00897565542254597,1.555156260728836,0.96025,,,,,,,,,
94,9400,0.0,-429.8209040253733,0.0,0.0,0.0,-429.8209040253733,0.0,0.0026442868838785216,0.014326784061267972,1.5800066590309143,0.9595,,,,,,,,,
95,9500,0.0,-53.01321215504788,0.0,0.0,0.0,-53.01321215504788,0.0,0.007346539307036437,-0.008486857987008989,1.553060233592987,0.95875,,,,,,,,,
96,9600,0.0,-581.3060559258645,0.0,0.0,0.0,-581.3060559258645,0.0,0.0026411353901494294,0.015018194098956883,1.575826734304428,0.958,,,,,,,,,
97,9700,0.0,-415.5579716267693,0.0,0.0,0.0,-415.5579716267693,0.0,0.005932948595727794,0.011549402959644794,1.574820190668106,0.95725,,,,,,,,,
98,9800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005540304991882294,-0.009800445986911654,1.54758682847023,0.9565,,,,,,,,,
99,9900,90.0,-34.05034663915395,30.0,30.0,30.0,-34.05034663915395,9.0,0.008453447750071064,-0.010997219942510128,1.5461869835853577,0.95575,,,,,,,,,
100,10000,60.0,-177.1182487664046,20.0,20.0,20.0,-177.1182487664046,6.0,0.005287593026878312,-0.010829455219209194,1.5419810116291046,0.955,7.2,-862.6506859756857,20.4,-183.4590895421934,12.0,-866.3540991479192,0.72,2.04,1.2
101,10100,60.0,-80.56582854881704,20.0,20.0,20.0,-80.56582854881704,6.0,0.003960936373914592,0.010208235587924719,1.5709820091724396,0.95425,,,,,,,,,
102,10200,0.0,-168.6034150076087,0.0,0.0,0.0,-168.6034150076087,0.0,0.010583128256257623,-0.014218410942703485,1.536421775817871,0.9535,,,,,,,,,
103,10300,0.0,-134.16735723322597,0.0,0.0,0.0,-134.16735723322597,0.0,0.011416869499953464,-0.019654089584946632,1.5347750186920166,0.95275,,,,,,,,,
104,10400,0.0,-217.91363515237813,0.0,0.0,0.0,-217.91363515237813,0.0,0.004560476678307168,0.025373700074851513,1.5638617277145386,0.952,,,,,,,,,
105,10500,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,0.0019014475692529231,0.010817132890224457,1.5671375095844269,0.95125,,,,,,,,,
106,10600,0.0,-424.3955294405098,0.0,0.0,0.0,-424.3955294405098,0.0,0.004270856908988208,0.00682036392390728,1.5219785273075104,0.9505,,,,,,,,,
107,10700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00989718153141439,-0.02565167285501957,1.5284567475318909,0.94975,,,,,,,,,
108,10800,0.0,-117.12330589466505,0.0,0.0,0.0,-117.12330589466505,0.0,0.007448067481163889,-0.022735565900802612,1.526848703622818,0.949,,,,,,,,,
109,10900,0.0,-1015.320805629764,0.0,0.0,0.0,-1015.320805629764,0.0,0.003560766257578507,0.014476415468379855,1.5134983360767365,0.94825,,,,,,,,,
110,11000,0.0,-319.8358051675959,0.0,0.0,0.0,-319.8358051675959,0.0,0.0060479704407043755,0.0173283041222021,1.5067549645900726,0.9475,,,,,,,,,
111,11100,0.0,-105.43022516576335,0.0,0.0,0.0,-105.43022516576335,0.0,0.0058630773273762316,0.033858153969049454,1.5595963299274445,0.94675,,,,,,,,,
112,11200,90.0,-88.44261298005777,30.0,30.0,30.0,-88.44261298005777,9.0,0.007226976958918385,-0.02078763162717223,1.5225247144699097,0.946,,,,,,,,,
113,11300,90.0,-233.72567289020833,30.0,30.0,30.0,-233.72567289020833,9.0,0.004973012561094947,0.03523992747068405,1.559228539466858,0.94525,,,,,,,,,
114,11400,60.0,-208.87099681700838,20.0,20.0,20.0,-208.87099681700838,6.0,0.0036848485324298963,0.034900680650025606,1.5570988655090332,0.9445,,,,,,,,,
115,11500,0.0,-64.08854804440539,0.0,0.0,0.0,-64.08854804440539,0.0,0.007889985601650551,0.014764388091862202,1.5070762038230896,0.94375,,,,,,,,,
116,11600,0.0,-17.158502198937693,0.0,0.0,0.0,-17.158502198937693,0.0,0.005697200263966806,-0.01987446378916502,1.5189962089061737,0.943,,,,,,,,,
117,11700,90.0,-234.18302764648183,30.0,30.0,30.0,-234.18302764648183,9.0,0.009798003055038862,0.013203238602727652,1.508702576160431,0.94225,,,,,,,,,
118,11800,150.0,-237.6020803905572,50.0,50.0,50.0,-237.6020803905572,15.0,0.00817978369013872,0.029395286925137043,1.5575662851333618,0.9415,,,,,,,,,
119,11900,0.0,-337.57625629465053,0.0,0.0,0.0,-337.57625629465053,0.0,0.005770102885435335,0.008019300177693367,1.556610882282257,0.94075,,,,,,,,,
120,12000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010583969356957823,-0.021636036224663258,1.5187558829784393,0.94,,,,,,,,,
121,12100,210.0,-102.32689240802021,70.0,70.0,70.0,-102.32689240802021,21.0,0.007302984427951742,0.021888230927288532,1.557664006948471,0.93925,,,,,,,,,
122,12200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005330634870915674,0.024053510511294007,1.5516473054885864,0.9385,,,,,,,,,
123,12300,0.0,-0.7391101752622242,0.0,0.0,0.0,-0.7391101752622242,0.0,0.00399329540960025,-0.022224980406463146,1.5219527781009674,0.93775,,,,,,,,,
124,12400,0.0,-0.5840478018646511,0.0,0.0,0.0,-0.5840478018646511,0.0,0.0058160422631772235,0.024693678133189678,1.5507790446281433,0.9369999999999999,,,,,,,,,
125,12500,0.0,-47.266231625433804,0.0,0.0,0.0,-47.266231625433804,0.0,0.004483500204514712,0.019390439614653587,1.5110517740249634,0.93625,,,,,,,,,
126,12600,0.0,-40.97280500091023,0.0,0.0,0.0,-40.97280500091023,0.0,0.00855150300776586,0.0033534327521920204,1.5501657128334045,0.9355,,,,,,,,,
127,12700,0.0,-60.42413144420191,0.0,0.0,0.0,-60.42413144420191,0.0,0.004571711222524755,-0.0170076796784997,1.5209432542324066,0.93475,,,,,,,,,
128,12800,0.0,-308.51611679923,0.0,0.0,0.0,-308.51611679923,0.0,0.003274878181400709,0.02399675198830664,1.511558175086975,0.9339999999999999,,,,,,,,,
129,12900,0.0,-658.0881181008604,0.0,0.0,0.0,-658.0881181008604,0.0,0.0066002233361359686,0.02848431607708335,1.5474810004234314,0.93325,,,,,,,,,
130,13000,0.0,-107.571065071861,0.0,0.0,0.0,-107.571065071861,0.0,0.0037418630745378323,0.005482042208313942,1.5423636138439178,0.9325,,,,,,,,,
131,13100,0.0,-445.7745126560611,0.0,0.0,0.0,-445.7745126560611,0.0,0.009173791768262163,-0.017698233481496572,1.5225060880184174,0.93175,,,,,,,,,
132,13200,30.0,-344.58581073396704,10.0,10.0,10.0,-344.58581073396704,3.0,0.005835279880557209,0.03220251202583313,1.5435467064380646,0.931,,,,,,,,,
133,13300,90.0,-476.76793361206353,30.0,30.0,30.0,-476.76793361206353,9.0,0.0073109497025143355,0.015739515656605363,1.518355667591095,0.93025,,,,,,,,,
134,13400,0.0,-212.31374972008194,0.0,0.0,0.0,-212.31374972008194,0.0,0.0024049730054684915,0.006613363046199083,1.5404913425445557,0.9295,,,,,,,,,
135,13500,60.0,-64.036935129327,20.0,20.0,20.0,-64.036935129327,6.0,0.0058162243803963065,0.013601039070636034,1.5207183957099915,0.92875,,,,,,,,,
136,13600,120.0,-76.16247307137415,40.0,40.0,40.0,-76.16247307137415,12.0,0.009527815447654575,-0.02370976284146309,1.525832712650299,0.9279999999999999,,,,,,,,,
137,13700,90.0,-43.15105993204573,30.0,30.0,30.0,-43.15105993204573,9.0,0.007758478088362608,-0.02444786299020052,1.530560851097107,0.92725,,,,,,,,,
138,13800,0.0,-644.2314705057438,0.0,0.0,0.0,-644.2314705057438,0.0,0.00573236403579358,0.029435785952955484,1.5412410199642181,0.9265,,,,,,,,,
139,13900,120.0,-106.01331274303374,40.0,40.0,40.0,-106.01331274303374,12.0,0.006920191110111773,0.0283477115444839,1.5403946936130524,0.92575,,,,,,,,,
140,14000,0.0,-8.66480663360122,0.0,0.0,0.0,-8.66480663360122,0.0,0.009979165421100333,0.023265817668288946,1.5392800569534302,0.925,,,,,,,,,
141,14100,60.0,-264.71324401637156,20.0,20.0,20.0,-264.71324401637156,6.0,0.005578592710662633,-0.024470017291605473,1.5307998359203339,0.92425,,,,,,,,,
142,14200,0.0,-644.9802069389856,0.0,0.0,0.0,-644.9802069389856,0.0,0.007876255353039596,-0.02379925362765789,1.5295781791210175,0.9235,,,,,,,,,
143,14300,0.0,-317.55727478299184,0.0,0.0,0.0,-317.55727478299184,0.0,0.005706175026716664,0.02212677733041346,1.537081778049469,0.92275,,,,,,,,,
144,14400,60.0,-23.682948321976717,20.0,20.0,20.0,-23.682948321976717,6.0,0.010103455191710964,0.010833101812750101,1.529593139886856,0.922,,,,,,,,,
145,14500,0.0,-15.795428369635427,0.0,0.0,0.0,-15.795428369635427,0.0,0.0031254832429112867,0.004582020454108715,1.5296774804592133,0.92125,,,,,,,,,
146,14600,0.0,-12.89633921225288,0.0,0.0,0.0,-12.89633921225288,0.0,0.009253813259419985,0.026540443766862154,1.5334492623806,0.9205,,,,,,,,,
147,14700,0.0,-65.66300302535936,0.0,0.0,0.0,-65.66300302535936,0.0,0.005039695257437415,0.004095562733709812,1.5268224775791168,0.91975,,,,,,,,,
148,14800,0.0,-227.41263856631554,0.0,0.0,0.0,-227.41263856631554,0.0,0.007127680335543118,0.01061791880056262,1.5331048369407654,0.919,,,,,,,,,
149,14900,0.0,-261.335714268661,0.0,0.0,0.0,-261.335714268661,0.0,0.005991799058392644,-0.020913015119731426,1.5310495495796204,0.91825,,,,,,,,,
150,15000,0.0,-863.2634292236542,0.0,0.0,0.0,-863.2634292236542,0.0,0.010537480324273929,0.013125857338309288,1.5340673327445984,0.9175,,,,,,,,,
151,15100,0.0,-3.1584574595539263,0.0,0.0,0.0,-3.1584574595539263,0.0,0.004975632567948196,0.003093666397035122,1.5254821181297302,0.91675,,,,,,,,,
152,15200,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,0.011810956755653024,0.013361945282667875,1.537677139043808,0.916,,,,,,,,,
153,15300,0.0,-14.27746624494779,0.0,0.0,0.0,-14.27746624494779,0.0,0.0061933071847306564,0.026485569309443235,1.527414858341217,0.91525,,,,,,,,,
154,15400,120.0,-171.52956324342472,40.0,40.0,40.0,-171.52956324342472,12.0,0.010639858912327327,0.0277580707333982,1.5277058482170105,0.9145,,,,,,,,,
155,15500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004070748538651969,-0.022856497205793858,1.5336889028549194,0.91375,,,,,,,,,
156,15600,90.0,-445.9177189785928,30.0,30.0,30.0,-445.9177189785928,9.0,0.006965215245145373,0.004288923926651478,1.5207305550575256,0.913,,,,,,,,,
157,15700,90.0,-83.65744449647839,30.0,30.0,30.0,-83.65744449647839,9.0,0.0030294554453575984,0.0041752345860004425,1.517999917268753,0.91225,,,,,,,,,
158,15800,0.0,-626.432193872749,0.0,0.0,0.0,-626.432193872749,0.0,0.013457265056786127,0.010854021646082401,1.538510501384735,0.9115,,,,,,,,,
159,15900,0.0,-282.26381054925685,0.0,0.0,0.0,-282.26381054925685,0.0,0.0036348798821563832,0.006953706499189138,1.5154715776443481,0.91075,,,,,,,,,
160,16000,0.0,-375.3485885647797,0.0,0.0,0.0,-375.3485885647797,0.0,0.010421281491289847,0.02420027437619865,1.521572321653366,0.91,,,,,,,,,
161,16100,60.0,-56.99154940547519,20.0,20.0,20.0,-56.99154940547519,6.0,0.010117146579432301,-0.026004820130765438,1.5324872732162476,0.90925,,,,,,,,,
162,16200,0.0,-948.5107703062816,0.0,0.0,0.0,-948.5107703062816,0.0,0.006534595304401591,0.0037720848340541124,1.5082082748413086,0.9085,,,,,,,,,
163,16300,0.0,-82.05168452435724,0.0,0.0,0.0,-82.05168452435724,0.0,0.00882641784119187,-0.02605549991130829,1.532838374376297,0.9077500000000001,,,,,,,,,
164,16400,0.0,-301.4277535648164,0.0,0.0,0.0,-301.4277535648164,0.0,0.006209726612723898,0.002519601723179221,1.5066852569580078,0.907,,,,,,,,,
165,16500,0.0,-206.07998083018396,0.0,0.0,0.0,-206.07998083018396,0.0,0.004986620297131594,-0.0248344661667943,1.5361905097961426,0.90625,,,,,,,,,
166,16600,120.0,-50.42497471424203,40.0,40.0,40.0,-50.42497471424203,12.0,0.006679762474959716,0.0111932922154665,1.542773425579071,0.9055,,,,,,,,,
167,16700,0.0,-243.9729158060863,0.0,0.0,0.0,-243.9729158060863,0.0,0.006382164923707023,-0.018150364980101585,1.531183898448944,0.9047499999999999,,,,,,,,,
168,16800,0.0,-186.9071508741331,0.0,0.0,0.0,-186.9071508741331,0.0,0.0045087853068253025,-0.017003880813717842,1.5338928997516632,0.904,,,,,,,,,
169,16900,0.0,-166.28307525960017,0.0,0.0,0.0,-166.28307525960017,0.0,0.006721409336023498,0.02229448687285185,1.515605390071869,0.90325,,,,,,,,,
170,17000,0.0,-178.59956053507508,0.0,0.0,0.0,-178.59956053507508,0.0,0.005023995574447326,0.001929174643009901,1.4999391436576843,0.9025,,,,,,,,,
171,17100,0.0,-5.810472713162216,0.0,0.0,0.0,-5.810472713162216,0.0,0.007490440330002457,-0.018649938516318798,1.5314434170722961,0.90175,,,,,,,,,
172,17200,0.0,-598.6729600025506,0.0,0.0,0.0,-598.6729600025506,0.0,0.004940372506098356,-0.0002678064629435539,1.4970211684703827,0.901,,,,,,,,,
173,17300,0.0,-136.59882640003715,0.0,0.0,0.0,-136.59882640003715,0.0,0.005012170397094451,-0.020694613456726074,1.5336344838142395,0.90025,,,,,,,,,
