update,episode,total_steps,train_team_return,td_loss,q_tot_mean,target_q_tot_mean,epsilon,eval_team_return,eval_mean_agent_return
1,4,200,-49.65689956750496,0.8926987648010254,0.11315259337425232,0.22673967480659485,0.94,,
2,5,210,-11.270633294801161,0.9791947603225708,0.357634961605072,0.17582477629184723,0.9369999999999999,,
3,5,220,-22.94149611240322,0.8362256288528442,0.7293220162391663,0.5508937835693359,0.9339999999999999,,
4,5,230,-36.23923326400514,0.27060291171073914,0.07109321653842926,0.09278161823749542,0.931,,
5,5,240,-47.261535641545684,0.2265043705701828,0.44879773259162903,0.4515354037284851,0.9279999999999999,,
6,5,250,-56.2095166156837,0.3896794617176056,0.4114440083503723,0.36057978868484497,0.925,,
7,6,260,-9.732058331028261,0.17849960923194885,0.26575028896331787,0.09660083800554276,0.922,,
8,6,270,-18.371080185649998,0.13135749101638794,0.3570915758609772,0.2277836948633194,0.919,,
9,6,280,-28.7645159803408,0.19938519597053528,0.08227687329053879,0.1311034858226776,0.916,,
10,6,290,-41.29591548585979,0.2826119661331177,0.0765186995267868,0.21757766604423523,0.913,,
11,6,300,-54.73091094546557,0.751573920249939,-0.24095340073108673,-0.0340876504778862,0.91,,
12,7,310,-11.90282838831776,0.31077492237091064,-0.0365232490003109,0.06678212434053421,0.907,,
13,7,320,-20.12903918805362,0.3335075080394745,0.19557759165763855,0.2725558876991272,0.904,,
14,7,330,-32.168356601308794,0.21037380397319794,0.3886556923389435,0.3686862289905548,0.901,,
15,7,340,-47.60218810870655,0.16297288239002228,0.37757861614227295,0.24563129246234894,0.898,,
16,7,350,-58.98825058357006,0.34293973445892334,0.7074436545372009,0.5519518852233887,0.895,,
17,8,360,-13.987800319558165,0.3671915829181671,0.5681332349777222,0.34869077801704407,0.892,,
18,8,370,-29.01032638343492,0.15530019998550415,0.3964863717556,0.25878483057022095,0.889,,
19,8,380,-45.27189751284952,0.18915313482284546,0.8255341649055481,0.763986349105835,0.886,,
20,8,390,-60.80530217477403,0.12345943599939346,0.6600208878517151,0.6431294083595276,0.883,,
21,8,400,-74.80932959720775,0.1952509880065918,0.2928318977355957,0.3592328131198883,0.88,,
22,9,410,-16.867282497432676,0.7063814997673035,0.9611461758613586,0.9171575307846069,0.877,,
23,9,420,-27.02533717009306,0.2724015414714813,0.5921089053153992,0.5278940200805664,0.874,,
24,9,430,-36.52108604554521,0.425106942653656,0.5133236646652222,0.3461061716079712,0.871,,
25,9,440,-47.72989907597363,0.19857454299926758,0.3892269730567932,0.4802207350730896,0.868,,
26,9,450,-61.1239791299597,0.22688457369804382,0.6120749711990356,0.6941975951194763,0.865,,
27,10,460,-13.449431313967619,0.23470798134803772,0.962734043598175,0.974686861038208,0.862,,
28,10,470,-25.6351179025523,0.3053062856197357,0.7182934284210205,0.5322346091270447,0.859,,
29,10,480,-40.695379631756325,0.15597416460514069,0.5901232361793518,0.4945770502090454,0.856,,
30,10,490,-52.30484154881248,0.22085654735565186,0.8671570420265198,0.7452042102813721,0.853,,
31,10,500,-62.668600749270915,0.13153046369552612,0.2592710852622986,0.18448856472969055,0.85,-70.44363066582011,-70.44363066582011
32,11,510,-13.858633963251975,0.1684175282716751,0.5908945798873901,0.5963920950889587,0.847,,
33,11,520,-26.151304588990527,0.1169472336769104,0.5488336086273193,0.4681549668312073,0.844,,
34,11,530,-39.72155906901983,0.1621488630771637,0.23437108099460602,0.25610819458961487,0.841,,
35,11,540,-51.21390435210598,0.09608429670333862,0.345857709646225,0.34262898564338684,0.838,,
36,11,550,-61.45484454066985,0.1821182370185852,0.7544175982475281,0.8173094987869263,0.835,,
37,12,560,-7.013075411157365,0.08607196807861328,0.4797334671020508,0.5526647567749023,0.832,,
38,12,570,-16.279906829826512,0.5586134195327759,0.40518081188201904,0.3328905701637268,0.829,,
39,12,580,-26.611095832757318,0.18570740520954132,-0.04164990037679672,-0.10497862100601196,0.8260000000000001,,
40,12,590,-36.39327347580952,0.10434973984956741,0.3350008726119995,0.38143718242645264,0.823,,
41,12,600,-44.45907037112935,0.38226521015167236,0.5104089975357056,0.590008556842804,0.82,,
42,13,610,-6.112881284658415,0.3040495216846466,0.42892712354660034,0.4739629030227661,0.817,,
43,13,620,-13.029425252300973,0.4780772924423218,0.5139806270599365,0.48724013566970825,0.8140000000000001,,
44,13,630,-20.8430312421974,0.1372363567352295,0.40152472257614136,0.424032062292099,0.8109999999999999,,
45,13,640,-28.711756485463763,0.28103896975517273,0.5633812546730042,0.5720615386962891,0.808,,
46,13,650,-36.828598943623284,0.16858050227165222,0.644021213054657,0.7170380353927612,0.8049999999999999,,
47,14,660,-5.914994315208965,0.25341975688934326,0.6533583402633667,0.6060611009597778,0.802,,
48,14,670,-12.285225362865413,0.11637319624423981,0.5914786458015442,0.5166098475456238,0.7989999999999999,,
49,14,680,-20.890376211281232,0.24470798671245575,0.6185386180877686,0.5152584314346313,0.796,,
50,14,690,-31.377920993799144,0.09070967882871628,0.42601943016052246,0.40594181418418884,0.7929999999999999,,
51,14,700,-45.469347097722014,0.0835869088768959,0.6152548789978027,0.5266467928886414,0.79,,
52,15,710,-13.891983374291609,0.11792250722646713,0.4778616726398468,0.37496182322502136,0.787,,
53,15,720,-29.803517819715697,0.09709342569112778,0.8988885283470154,0.8335344195365906,0.784,,
54,15,730,-48.262106249879935,0.08722886443138123,0.5574622750282288,0.48966437578201294,0.7809999999999999,,
55,15,740,-66.6816169880067,0.1356644630432129,1.0261799097061157,0.9495948553085327,0.778,,
56,15,750,-80.96772972484315,0.2759624719619751,0.4594138264656067,0.4433988928794861,0.775,,
57,16,760,-9.563995235254382,0.09034251421689987,0.5817243456840515,0.558656632900238,0.772,,
58,16,770,-21.347273007220085,0.4361604154109955,0.4224669635295868,0.18322822451591492,0.769,,
59,16,780,-34.247869300887395,0.16793248057365417,0.3233739733695984,0.38225680589675903,0.766,,
60,16,790,-48.280829982380716,0.18743011355400085,0.5290394425392151,0.619800329208374,0.763,,
61,16,800,-62.39485635629492,0.20800521969795227,0.6535946130752563,0.7468817234039307,0.76,,
62,17,810,-5.682448295018637,0.13703037798404694,0.5005714297294617,0.4970014989376068,0.757,,
63,17,820,-11.720921730051076,0.1919945925474167,0.24307923018932343,0.2979135811328888,0.754,,
64,17,830,-20.907919978164948,0.10034269839525223,0.5767276287078857,0.5217494368553162,0.751,,
65,17,840,-26.812301687920712,0.08156560361385345,0.2923492193222046,0.20461085438728333,0.748,,
66,17,850,-35.048480650874666,0.20562788844108582,0.31061118841171265,0.12880012392997742,0.745,,
67,18,860,-13.282180181489998,0.8880227208137512,0.7058846354484558,0.3862592875957489,0.742,,
68,18,870,-26.707820238904,0.1919926404953003,0.8300765752792358,0.6724367141723633,0.739,,
69,18,880,-40.76042083760154,0.08903941512107849,0.7078762054443359,0.6586927175521851,0.736,,
70,18,890,-52.735605024974845,0.11561321467161179,0.5470083951950073,0.5936261415481567,0.733,,
71,18,900,-66.8947035101111,0.3458266258239746,0.1348419487476349,0.16204935312271118,0.73,,
72,19,910,-12.876428796885003,0.15854720771312714,0.44478318095207214,0.5096959471702576,0.727,,
73,19,920,-28.350872347589902,0.30070391297340393,0.2346365600824356,0.24964579939842224,0.724,,
74,19,930,-40.75202251450588,0.1240416020154953,0.15155871212482452,0.12508252263069153,0.721,,
75,19,940,-53.328172022363184,0.12311422824859619,0.16317647695541382,0.1115267425775528,0.718,,
76,19,950,-69.16342268070636,0.12019586563110352,0.7376094460487366,0.7511255741119385,0.7150000000000001,,
77,20,960,-10.74583705993985,0.18609611690044403,0.18732938170433044,0.056669220328330994,0.712,,
78,20,970,-20.969583579065244,0.10846979171037674,0.09655513614416122,0.04472166299819946,0.7090000000000001,,
79,20,980,-32.17244262946017,0.12160713970661163,0.2493239939212799,0.27876779437065125,0.706,,
80,20,990,-46.23857150693833,0.07746171951293945,0.14203086495399475,0.13388100266456604,0.703,,
81,20,1000,-64.76851527820627,0.9636101722717285,0.1339147686958313,0.04193110764026642,0.7,-96.18543682421497,-96.18543682421497
82,21,1010,-8.394151047223906,0.5574187636375427,-0.05087898671627045,0.0574379488825798,0.6970000000000001,,
83,21,1020,-19.64437429341715,0.21697016060352325,-0.07424423843622208,0.006884578615427017,0.694,,
84,21,1030,-33.09531561235811,0.11139579862356186,0.15850171446800232,0.17444178462028503,0.6910000000000001,,
85,21,1040,-51.308749503774195,0.18080943822860718,0.1474284529685974,0.12041603028774261,0.688,,
86,21,1050,-71.42620797116874,0.47921276092529297,0.05948503315448761,-0.06082223355770111,0.685,,
87,22,1060,-4.173895292520795,0.07261238247156143,0.2931661307811737,0.26366734504699707,0.6819999999999999,,
88,22,1070,-11.747635662977522,0.06551425158977509,-0.06557899713516235,-0.10880107432603836,0.679,,
89,22,1080,-22.92312285563193,0.09931968152523041,-0.13022461533546448,-0.29581815004348755,0.6759999999999999,,
90,22,1090,-36.48040944040223,0.10133044421672821,0.16077715158462524,0.08007539808750153,0.673,,
91,22,1100,-53.18549133299576,0.11348006874322891,-0.04068249464035034,-0.0911465585231781,0.67,,
92,23,1110,-9.459605862537243,0.10483406484127045,-0.28038960695266724,-0.2758657932281494,0.667,,
93,23,1120,-18.124297011243932,0.21899646520614624,-0.015590779483318329,0.052497413009405136,0.6639999999999999,,
94,23,1130,-27.307698803357866,0.07640111446380615,-0.21156546473503113,-0.22694198787212372,0.661,,
95,23,1140,-39.47191923570906,0.9758782386779785,-0.33758413791656494,-0.38766545057296753,0.6579999999999999,,
96,23,1150,-55.504481537181405,0.0796445682644844,-0.17419090867042542,-0.23458853363990784,0.655,,
97,24,1160,-15.086491192794474,0.19997429847717285,-0.2479841411113739,-0.26439598202705383,0.652,,
98,24,1170,-29.585036741098868,0.1942594200372696,-0.17381225526332855,-0.21439439058303833,0.649,,
99,24,1180,-45.21372234710845,0.1837480664253235,-0.2538577914237976,-0.3115871846675873,0.646,,
100,24,1190,-58.267461494323996,0.3769186735153198,-0.2126387655735016,-0.2378673553466797,0.643,,
101,24,1200,-74.16661842043204,0.533247709274292,-0.10478617995977402,-0.18407438695430756,0.6399999999999999,,
102,25,1210,-4.652923511555727,0.2024039328098297,-0.4988023638725281,-0.6078563332557678,0.637,,
103,25,1220,-16.32643795628368,0.21680894494056702,0.0011150296777486801,-0.018380336463451385,0.634,,
104,25,1230,-31.63579921207782,0.34568628668785095,-0.16997668147087097,-0.09821703284978867,0.631,,
105,25,1240,-46.57619057858095,0.20314712822437286,-0.16852906346321106,-0.1266937106847763,0.628,,
106,25,1250,-67.07139722805708,0.20003122091293335,-0.32989245653152466,-0.3448270857334137,0.625,,
107,26,1260,-11.524858073369922,0.1909799426794052,-0.4297406077384949,-0.389202356338501,0.622,,
108,26,1270,-23.212785605890158,0.885129988193512,-0.9828070402145386,-0.9800553917884827,0.619,,
109,26,1280,-35.38306300631784,1.7176741361618042,-0.6065974831581116,-0.5409897565841675,0.616,,
110,26,1290,-46.160605976714976,0.31092408299446106,-0.6361729502677917,-0.7558153867721558,0.613,,
111,26,1300,-57.0260929084888,0.19822950661182404,-0.35614991188049316,-0.41728150844573975,0.61,,
112,27,1310,-10.623183890463629,0.22156661748886108,-0.11022359132766724,-0.23472456634044647,0.607,,
113,27,1320,-22.211125722136764,0.11376985907554626,-0.37351083755493164,-0.4754248857498169,0.604,,
114,27,1330,-30.350746697464213,0.14359509944915771,-0.13489650189876556,-0.21136629581451416,0.601,,
115,27,1340,-36.53386667244258,0.15364746749401093,0.22912628948688507,0.23398523032665253,0.598,,
116,27,1350,-43.18478776066907,0.3817041218280792,-0.20403802394866943,-0.2665560841560364,0.595,,
117,28,1360,-9.364143382028029,0.1357106864452362,-0.22757580876350403,-0.2827678620815277,0.5920000000000001,,
118,28,1370,-17.99196373797687,0.2757600247859955,-0.33285871148109436,-0.36294248700141907,0.589,,
119,28,1380,-26.41037003898789,0.18165910243988037,-0.20874422788619995,-0.27392351627349854,0.586,,
120,28,1390,-36.73636478294384,0.24140824377536774,-0.3757798671722412,-0.33744025230407715,0.583,,
121,28,1400,-49.47533564194203,0.19863463938236237,0.04767696186900139,0.04015607014298439,0.58,,
122,29,1410,-6.600765761852404,0.33278003334999084,0.09523329138755798,-0.1071421205997467,0.577,,
