update,episode,total_steps,train_team_return,td_loss,q_tot_mean,target_q_tot_mean,epsilon,eval_team_return,eval_mean_agent_return
1,4,200,-54.120425815071556,2.306739330291748,0.3296656012535095,0.5732997059822083,0.94,,
2,5,210,-11.270633294801161,1.1824067831039429,0.7417449355125427,0.3689197897911072,0.9369999999999999,,
3,5,220,-22.94149611240322,1.4720193147659302,0.9120907783508301,0.91422438621521,0.9339999999999999,,
4,5,230,-36.23923326400514,1.0566906929016113,0.8220293521881104,0.6498538851737976,0.931,,
5,5,240,-47.261535641545684,0.4465008080005646,0.7158589363098145,0.6348828673362732,0.9279999999999999,,
6,5,250,-56.51830562112547,0.31233376264572144,0.7070813775062561,0.5400523543357849,0.925,,
7,6,260,-9.425919088942623,0.8278517127037048,0.4715844690799713,0.5474446415901184,0.922,,
8,6,270,-16.91079402765149,0.44602033495903015,0.34753701090812683,0.3505094647407532,0.919,,
9,6,280,-25.08133866973056,0.38559865951538086,0.4617600739002228,0.5684567093849182,0.916,,
10,6,290,-34.36533063897712,0.33226990699768066,0.4890769124031067,0.4782264232635498,0.913,,
11,6,300,-44.715107756214444,0.3617059886455536,0.5629011392593384,0.3956552743911743,0.91,,
12,7,310,-11.90282838831776,0.38456299901008606,0.6091827750205994,0.47013792395591736,0.907,,
13,7,320,-20.12903918805362,0.2830013036727905,0.8310561776161194,0.7869431972503662,0.904,,
14,7,330,-32.17150074913064,0.13720478117465973,0.2694961726665497,0.31698077917099,0.901,,
15,7,340,-47.89593651004166,0.18497006595134735,0.4608568847179413,0.5804283022880554,0.898,,
16,7,350,-59.39082182504916,0.5191318988800049,0.8989807963371277,0.9514673948287964,0.895,,
17,8,360,-13.616114377855874,0.4306221604347229,0.48056745529174805,0.4206685423851013,0.892,,
18,8,370,-28.414042740826133,0.22902290523052216,0.48068931698799133,0.44716665148735046,0.889,,
19,8,380,-43.968303737432585,0.2248806357383728,1.0844411849975586,0.8558390736579895,0.886,,
20,8,390,-60.180640035465466,0.14890268445014954,0.8322552442550659,0.7108033895492554,0.883,,
21,8,400,-77.19423414026252,0.27460843324661255,0.5961122512817383,0.3751947283744812,0.88,,
22,9,410,-17.12023379355788,0.2785431146621704,0.5728753209114075,0.5243814587593079,0.877,,
23,9,420,-28.726335832534144,0.23294110596179962,0.7512111067771912,0.6600026488304138,0.874,,
24,9,430,-40.54179254630574,0.21486124396324158,0.282871812582016,0.29526299238204956,0.871,,
25,9,440,-55.45051832033388,0.30886319279670715,0.27189138531684875,0.4453734755516052,0.868,,
26,9,450,-72.47040637641409,0.1893494725227356,0.4287418723106384,0.5582315921783447,0.865,,
27,10,460,-13.449431313967619,0.2609984874725342,0.4322096109390259,0.5780680179595947,0.862,,
28,10,470,-25.6351179025523,0.16309580206871033,0.5923096537590027,0.4297441840171814,0.859,,
29,10,480,-40.695379631756325,0.11713075637817383,0.43440866470336914,0.29909494519233704,0.856,,
