update,episode,total_steps,train_team_return,td_loss,total_loss,qtot_l2_loss,grad_norm,q_tot_mean,q_tot_std,q_tot_max,target_q_tot_mean,target_q_tot_std,target_q_tot_max,epsilon,eval_team_return,eval_mean_agent_return
1,4,200,-60.67326049361788,17.763412475585938,17.763412475585938,0.0,82.4704818725586,0.08236071467399597,8.558753967285156,21.41196060180664,18.341760635375977,6.4231462478637695,28.55890655517578,0.94,,
2,5,210,-11.229343561678137,16.109201431274414,16.109201431274414,0.0,82.22112274169922,0.8900708556175232,8.073722839355469,20.699371337890625,17.480806350708008,6.64495325088501,29.661306381225586,0.9369999999999999,,
3,5,220,-22.72508867436242,15.818098068237305,15.818098068237305,0.0,80.82888793945312,2.61253023147583,7.695823669433594,30.758380889892578,18.808624267578125,5.953010559082031,29.940488815307617,0.9339999999999999,,
4,5,230,-35.26659268214178,16.165742874145508,16.165742874145508,0.0,80.24738311767578,2.6729795932769775,8.255863189697266,20.093585968017578,19.33847427368164,5.238647937774658,29.694917678833008,0.931,,
5,5,240,-44.94266213789322,14.81999397277832,14.81999397277832,0.0,84.59477233886719,4.8027873039245605,7.7593159675598145,18.749635696411133,20.122039794921875,4.853648662567139,29.98362922668457,0.9279999999999999,,
6,5,250,-53.857910491038446,15.509689331054688,15.509689331054688,0.0,75.75605010986328,3.175262451171875,10.225820541381836,23.548053741455078,18.761281967163086,5.985074996948242,28.633787155151367,0.925,,
7,6,260,-9.425919088942623,13.37452507019043,13.37452507019043,0.0,71.53923797607422,5.061703205108643,8.117286682128906,22.799724578857422,18.64687156677246,5.610567569732666,27.373506546020508,0.922,,
8,6,270,-16.91079402765149,13.918402671813965,13.918402671813965,0.0,74.37493133544922,4.777959823608398,8.632331848144531,23.31496810913086,18.997554779052734,5.17638635635376,28.272306442260742,0.919,,
9,6,280,-25.66675534268492,13.521173477172852,13.521173477172852,0.0,77.03964233398438,5.187809467315674,8.520710945129395,26.05345916748047,19.069547653198242,5.038491249084473,28.739608764648438,0.916,,
10,6,290,-34.949094758531984,11.506935119628906,11.506935119628906,0.0,78.91661834716797,6.464457035064697,8.119494438171387,27.80525016784668,18.417972564697266,5.6906819343566895,28.816503524780273,0.913,,
11,6,300,-46.3730887768174,12.441795349121094,12.441795349121094,0.0,65.06694793701172,5.733925819396973,11.297942161560059,40.244354248046875,17.36134147644043,6.3655195236206055,28.498220443725586,0.91,,
12,7,310,-11.90282838831776,11.186941146850586,11.186941146850586,0.0,60.91104507446289,7.492211818695068,9.595088005065918,24.485231399536133,17.919832229614258,5.52392578125,27.582639694213867,0.907,,
13,7,320,-20.739945727655883,12.160141944885254,12.160141944885254,0.0,72.93730163574219,7.319990634918213,8.58814811706543,30.49581527709961,19.48771095275879,5.191223621368408,28.86900520324707,0.904,,
14,7,330,-30.239018230995256,9.705114364624023,9.705114364624023,0.0,60.6517448425293,9.39222240447998,9.213472366333008,31.466636657714844,18.121261596679688,5.813196659088135,28.940622329711914,0.901,,
15,7,340,-39.68165836280568,9.302247047424316,9.302247047424316,0.0,69.42256164550781,9.773180961608887,7.447912216186523,31.501850128173828,18.483627319335938,5.748565196990967,28.489599227905273,0.898,,
16,7,350,-46.02797847807829,9.936644554138184,9.936644554138184,0.0,60.61553955078125,11.357587814331055,8.802494049072266,32.3066291809082,19.754802703857422,6.401598930358887,29.858596801757812,0.895,,
17,8,360,-12.39467056539706,8.976490020751953,8.976490020751953,0.0,54.52155685424805,11.46027660369873,9.431608200073242,34.33058547973633,18.017807006835938,6.700268745422363,29.17919921875,0.892,,
18,8,370,-26.627141974456965,7.548673629760742,7.548673629760742,0.0,53.51275634765625,12.225797653198242,9.061738014221191,32.10490798950195,17.67915916442871,4.828804016113281,30.507349014282227,0.889,,
19,8,380,-41.31333656620527,7.699265480041504,7.699265480041504,0.0,59.255977630615234,12.960212707519531,8.473018646240234,28.958877563476562,19.65360450744629,5.060336112976074,30.59566879272461,0.886,,
20,8,390,-53.75298097610274,6.828152656555176,6.828152656555176,0.0,52.205257415771484,13.530101776123047,9.515081405639648,37.0681037902832,18.485910415649414,6.545353889465332,29.970975875854492,0.883,,
21,8,400,-67.7748502813085,7.381544589996338,7.381544589996338,0.0,52.379783630371094,12.363170623779297,8.649320602416992,32.40072250366211,17.295257568359375,6.270590305328369,28.871061325073242,0.88,,
22,9,410,-17.00250020914319,7.324253559112549,7.324253559112549,0.0,48.650943756103516,15.045014381408691,9.567214012145996,38.37465286254883,18.954565048217773,5.790327072143555,30.873558044433594,0.877,,
23,9,420,-28.23314139339571,7.834971904754639,7.834971904754639,0.0,47.774017333984375,15.642436981201172,10.021467208862305,37.76429748535156,18.835765838623047,6.47213888168335,30.322111129760742,0.874,,
24,9,430,-39.11646582450706,6.732762813568115,6.732762813568115,0.0,42.14751434326172,15.908929824829102,8.996397972106934,39.365535736083984,18.863685607910156,7.092608451843262,31.135269165039062,0.871,,
25,9,440,-53.62877541024345,6.056883811950684,6.056883811950684,0.0,43.865840911865234,15.268035888671875,8.083049774169922,31.125450134277344,17.929141998291016,6.0897111892700195,30.365543365478516,0.868,,
26,9,450,-73.18689588335539,6.270403861999512,6.270403861999512,0.0,41.75167465209961,16.883953094482422,8.571282386779785,41.06243896484375,19.827280044555664,5.320860385894775,30.829360961914062,0.865,,
27,10,460,-13.449431313967619,6.0654520988464355,6.0654520988464355,0.0,42.84463119506836,17.140920639038086,7.731398582458496,35.707191467285156,18.370407104492188,5.935263156890869,29.153474807739258,0.862,,
28,10,470,-26.5552467772865,6.217714786529541,6.217714786529541,0.0,46.11244201660156,16.548477172851562,8.131292343139648,34.704811096191406,19.701923370361328,6.507035732269287,30.690305709838867,0.859,,
29,10,480,-47.20216498069166,4.743363380432129,4.743363380432129,0.0,37.51896667480469,17.599334716796875,8.146923065185547,36.19301223754883,17.63763427734375,6.308082103729248,30.25404930114746,0.856,,
30,10,490,-65.8754772741191,5.9484333992004395,5.9484333992004395,0.0,42.380828857421875,18.243440628051758,8.467341423034668,40.54011535644531,18.039546966552734,6.606251239776611,31.150571823120117,0.853,,
31,10,500,-88.10770299032455,5.434189796447754,5.434189796447754,0.0,50.54697799682617,17.863752365112305,7.7664008140563965,35.210044860839844,17.316354751586914,5.691027641296387,29.032258987426758,0.85,-95.64274579127769,-95.64274579127769
32,11,510,-13.858633963251975,4.713862419128418,4.713862419128418,0.0,38.17071533203125,19.966358184814453,7.289526462554932,32.685791015625,18.490619659423828,6.440443992614746,31.30827522277832,0.847,,
33,11,520,-27.055609124333863,4.3624982833862305,4.3624982833862305,0.0,40.73649597167969,18.790842056274414,8.421187400817871,39.829715728759766,18.106740951538086,6.358278751373291,30.621417999267578,0.844,,
34,11,530,-42.33797440708401,4.6150641441345215,4.6150641441345215,0.0,41.97648620605469,18.83472442626953,6.311278820037842,32.39892578125,18.043670654296875,6.171393871307373,29.519298553466797,0.841,,
35,11,540,-54.51861869338781,5.479694366455078,5.479694366455078,0.0,45.85799789428711,18.83148765563965,8.612486839294434,47.21600341796875,18.42906379699707,6.508935451507568,31.042062759399414,0.838,,
36,11,550,-66.83465331073273,5.957525253295898,5.957525253295898,0.0,53.12569046020508,20.80415916442871,8.30437183380127,39.034244537353516,18.605812072753906,7.823183536529541,31.605741500854492,0.835,,
