update,episode,total_steps,train_team_return,td_loss,total_loss,qtot_l2_loss,grad_norm,q_tot_mean,q_tot_std,q_tot_max,target_q_tot_mean,target_q_tot_std,target_q_tot_max,epsilon,eval_team_return,eval_mean_agent_return
1,4,200,-55.92420700197603,0.07915755361318588,0.07915755361318588,0.0,0.6208816766738892,-0.07519252598285675,0.17228549718856812,0.5287624597549438,0.27333611249923706,0.1007203459739685,0.5070832967758179,0.94,,
2,5,210,-11.270633294801161,0.037282347679138184,0.037282347679138184,0.0,0.40511828660964966,0.03735608980059624,0.17012573778629303,0.5169658660888672,0.277870774269104,0.11495313793420792,0.5239200592041016,0.9369999999999999,,
3,5,220,-22.936460284242326,0.04603563994169235,0.04603563994169235,0.0,0.4612162411212921,0.045925237238407135,0.1691252440214157,0.5700157880783081,0.28551703691482544,0.10258280485868454,0.5317503213882446,0.9339999999999999,,
4,5,230,-34.98702106053849,0.02105310931801796,0.02105310931801796,0.0,0.2305506467819214,0.16169166564941406,0.16671203076839447,0.6170505285263062,0.2896087169647217,0.09797602146863937,0.5334773659706116,0.931,,
5,5,240,-46.33391037385873,0.015780368819832802,0.015780368819832802,0.0,0.22677311301231384,0.15407270193099976,0.1207609698176384,0.5113064646720886,0.2847643196582794,0.07972577959299088,0.5137089490890503,0.9279999999999999,,
6,5,250,-57.45102370247254,0.016958460211753845,0.016958460211753845,0.0,0.19716894626617432,0.17199552059173584,0.14433653652668,0.500378429889679,0.2708713710308075,0.09048109501600266,0.49621590971946716,0.925,,
7,6,260,-9.425919088942623,0.009895694442093372,0.009895694442093372,0.0,0.1079757809638977,0.23197272419929504,0.13345418870449066,0.5242769718170166,0.2759609818458557,0.09029873460531235,0.5328514575958252,0.922,,
8,6,270,-16.91079402765149,0.006024481728672981,0.006024481728672981,0.0,0.0804692879319191,0.27433106303215027,0.12318123131990433,0.5594093203544617,0.2651391327381134,0.0780406966805458,0.5112258791923523,0.919,,
9,6,280,-25.08133866973056,0.012001900933682919,0.012001900933682919,0.0,0.14131376147270203,0.30206286907196045,0.1646978259086609,0.652831494808197,0.29230785369873047,0.09543018788099289,0.522409200668335,0.916,,
10,6,290,-34.782492696771946,0.00788795668631792,0.00788795668631792,0.0,0.12082035094499588,0.3275814950466156,0.11906609684228897,0.6148464679718018,0.28250059485435486,0.07786848396062851,0.5214881300926208,0.913,,
