episode,total_steps,adversary_team_return,prey_return,adversary_0_return,adversary_1_return,adversary_2_return,agent_0_return,train_touch_count,mean_critic_loss,mean_actor_loss,mean_actor_entropy,epsilon,eval_self_play_adversary_return,eval_self_play_prey_return,eval_adv_vs_random_prey_adversary_return,eval_adv_vs_random_prey_prey_return,eval_random_adv_vs_prey_adversary_return,eval_random_adv_vs_prey_prey_return,eval_self_play_touch_count,eval_adv_vs_random_prey_touch_count,eval_random_adv_vs_prey_touch_count
84,8400,90.0,-44.65890358887013,30.0,30.0,30.0,-44.65890358887013,9.0,2.597079962491989,0.3630096446722746,1.5302408635616302,0.9505,,,,,,,,,
85,8500,0.0,-287.0532856875782,0.0,0.0,0.0,-287.0532856875782,0.0,1.4150876104831696,0.5864272862672806,1.560941904783249,0.949375,,,,,,,,,
86,8600,0.0,-526.914660134353,0.0,0.0,0.0,-526.914660134353,0.0,1.2474841922521591,0.6062161540612578,1.55585977435112,0.94825,,,,,,,,,
87,8700,0.0,-649.2733759771821,0.0,0.0,0.0,-649.2733759771821,0.0,3.8404170870780945,0.4007680471986532,1.5235742628574371,0.947125,,,,,,,,,
88,8800,60.0,-382.89422188834317,20.0,20.0,20.0,-382.89422188834317,6.0,4.049945145845413,0.5292226038873196,1.5879027545452118,0.946,,,,,,,,,
89,8900,120.0,-41.04369009643102,40.0,40.0,40.0,-41.04369009643102,12.0,1.0992867350578308,0.5948248575441539,1.5518205165863037,0.944875,,,,,,,,,
90,9000,30.0,-115.93208742364908,10.0,10.0,10.0,-115.93208742364908,3.0,1.2844618111848831,0.6127834562212229,1.5466639399528503,0.94375,,,,,,,,,
91,9100,0.0,-232.80016960863202,0.0,0.0,0.0,-232.80016960863202,0.0,3.022509515285492,0.48654799349606037,1.514681190252304,0.942625,,,,,,,,,
92,9200,0.0,-33.17153538160309,0.0,0.0,0.0,-33.17153538160309,0.0,2.3763116151094437,0.5279143117368221,1.46975776553154,0.9415,,,,,,,,,
93,9300,0.0,-6.213305672125438,0.0,0.0,0.0,-6.213305672125438,0.0,0.8750601448118687,0.5791801894083619,1.5450730919837952,0.940375,,,,,,,,,
94,9400,0.0,-374.5969375302507,0.0,0.0,0.0,-374.5969375302507,0.0,2.5059432685375214,0.5173507509753108,1.4547970592975616,0.93925,,,,,,,,,
95,9500,0.0,-26.921522906251965,0.0,0.0,0.0,-26.921522906251965,0.0,4.3099726140499115,0.5998334679752588,1.5791421830654144,0.938125,,,,,,,,,
96,9600,0.0,-320.44399495288866,0.0,0.0,0.0,-320.44399495288866,0.0,4.215704590082169,0.6686029322445393,1.5750541687011719,0.9369999999999999,,,,,,,,,
97,9700,0.0,-93.3047985010963,0.0,0.0,0.0,-93.3047985010963,0.0,1.0695776119828224,0.5544765158556402,1.5344019830226898,0.935875,,,,,,,,,
98,9800,0.0,-463.0451274418649,0.0,0.0,0.0,-463.0451274418649,0.0,2.4619045853614807,0.5055112196132541,1.4428154230117798,0.93475,,,,,,,,,
99,9900,0.0,-189.54349936437515,0.0,0.0,0.0,-189.54349936437515,0.0,2.6138705015182495,0.5708623044192791,1.4829224944114685,0.933625,,,,,,,,,
100,10000,120.0,-247.25773160243267,40.0,40.0,40.0,-247.25773160243267,12.0,1.507835566997528,0.5563858645036817,1.5276718735694885,0.9325,12.0,-870.3695698508658,9.0,-246.21075797561448,6.0,-878.9348346483006,1.2,0.9,0.6
101,10100,0.0,-330.1312193195664,0.0,0.0,0.0,-330.1312193195664,0.0,2.8600336015224457,0.49283353611826897,1.4280044436454773,0.931375,,,,,,,,,
102,10200,150.0,-500.6823084273954,50.0,50.0,50.0,-500.6823084273954,15.0,4.61793178319931,0.6961685996502638,1.5639987587928772,0.93025,,,,,,,,,
103,10300,0.0,-122.38597902139831,0.0,0.0,0.0,-122.38597902139831,0.0,2.527038186788559,0.6313179060816765,1.4650360345840454,0.929125,,,,,,,,,
104,10400,0.0,-928.882500363705,0.0,0.0,0.0,-928.882500363705,0.0,1.7452439069747925,0.5832055734936148,1.517875760793686,0.9279999999999999,,,,,,,,,
105,10500,60.0,-68.19231102355778,20.0,20.0,20.0,-68.19231102355778,6.0,3.274774521589279,0.6740366742014885,1.4486368596553802,0.926875,,,,,,,,,
106,10600,0.0,-435.8813962191744,0.0,0.0,0.0,-435.8813962191744,0.0,2.0403047800064087,0.5986658143810928,1.5116795301437378,0.92575,,,,,,,,,
107,10700,0.0,-2.1930003057402567,0.0,0.0,0.0,-2.1930003057402567,0.0,3.1615467965602875,0.7531483620405197,1.5521158576011658,0.924625,,,,,,,,,
108,10800,0.0,-110.50191587225781,0.0,0.0,0.0,-110.50191587225781,0.0,1.5718633383512497,0.6387459198012948,1.5013208985328674,0.9235,,,,,,,,,
109,10900,0.0,-596.9378746608455,0.0,0.0,0.0,-596.9378746608455,0.0,3.347029283642769,0.8132172003388405,1.5422968864440918,0.922375,,,,,,,,,
110,11000,0.0,-334.5682529257673,0.0,0.0,0.0,-334.5682529257673,0.0,1.8244474232196808,0.6853970130905509,1.4887396097183228,0.92125,,,,,,,,,
111,11100,0.0,-541.2169669849605,0.0,0.0,0.0,-541.2169669849605,0.0,1.8445545136928558,0.751833229791373,1.4807662069797516,0.920125,,,,,,,,,
112,11200,0.0,-60.11606482153386,0.0,0.0,0.0,-60.11606482153386,0.0,3.101164937019348,0.7061503306031227,1.4372999668121338,0.919,,,,,,,,,
113,11300,30.0,-149.173891295852,10.0,10.0,10.0,-149.173891295852,3.0,1.4377340376377106,0.7428438477218151,1.475605547428131,0.917875,,,,,,,,,
114,11400,0.0,-95.19414286460275,0.0,0.0,0.0,-95.19414286460275,0.0,2.3331955671310425,0.6703489441424608,1.374173253774643,0.91675,,,,,,,,,
115,11500,0.0,-66.96016162329848,0.0,0.0,0.0,-66.96016162329848,0.0,3.4555216431617737,0.8629464013502002,1.5181302428245544,0.915625,,,,,,,,,
116,11600,0.0,-587.0082284680149,0.0,0.0,0.0,-587.0082284680149,0.0,1.952148288488388,0.8145147943869233,1.456568866968155,0.9145,,,,,,,,,
117,11700,0.0,-126.78401238202217,0.0,0.0,0.0,-126.78401238202217,0.0,1.4154197499155998,0.8275413811206818,1.4485901296138763,0.913375,,,,,,,,,
118,11800,0.0,-522.1161833641817,0.0,0.0,0.0,-522.1161833641817,0.0,2.3207579851150513,0.7350204288959503,1.4066872000694275,0.91225,,,,,,,,,
119,11900,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,3.0023576617240906,0.8131245076656342,1.4962634146213531,0.911125,,,,,,,,,
120,12000,90.0,-33.63736966829488,30.0,30.0,30.0,-33.63736966829488,9.0,2.774586260318756,0.7346415743231773,1.395496129989624,0.91,,,,,,,,,
121,12100,0.0,-251.75736445271235,0.0,0.0,0.0,-251.75736445271235,0.0,2.1985094249248505,0.7782474709674716,1.4352749586105347,0.908875,,,,,,,,,
122,12200,0.0,-379.7253347371271,0.0,0.0,0.0,-379.7253347371271,0.0,2.9440927952528,0.7769623566418886,1.4775989055633545,0.9077500000000001,,,,,,,,,
123,12300,0.0,-85.44529197548044,0.0,0.0,0.0,-85.44529197548044,0.0,2.840323179960251,0.7081495597958565,1.387459009885788,0.906625,,,,,,,,,
124,12400,0.0,-457.56168007399964,0.0,0.0,0.0,-457.56168007399964,0.0,2.891004368662834,0.7711890395730734,1.468510925769806,0.9055,,,,,,,,,
125,12500,0.0,-610.9130356117828,0.0,0.0,0.0,-610.9130356117828,0.0,2.926278203725815,0.7970133544877172,1.4542649686336517,0.904375,,,,,,,,,
126,12600,0.0,-30.285864142104415,0.0,0.0,0.0,-30.285864142104415,0.0,1.512131154537201,0.7540724072605371,1.401661068201065,0.90325,,,,,,,,,
127,12700,0.0,-253.31568020456442,0.0,0.0,0.0,-253.31568020456442,0.0,1.644305594265461,0.7817718740552664,1.311920940876007,0.902125,,,,,,,,,
128,12800,0.0,-543.1473562601127,0.0,0.0,0.0,-543.1473562601127,0.0,1.1023331731557846,0.7493530735373497,1.3817945420742035,0.901,,,,,,,,,
129,12900,0.0,-844.3464337710859,0.0,0.0,0.0,-844.3464337710859,0.0,1.3143026903271675,0.8113228902220726,1.36686372756958,0.899875,,,,,,,,,
130,13000,0.0,-153.43552758880128,0.0,0.0,0.0,-153.43552758880128,0.0,1.5399844348430634,0.7880156489554793,1.3522023260593414,0.8987499999999999,,,,,,,,,
131,13100,0.0,-496.89722425409093,0.0,0.0,0.0,-496.89722425409093,0.0,1.6152305081486702,0.8011085791513324,1.3338173925876617,0.897625,,,,,,,,,
132,13200,0.0,-302.0271840924719,0.0,0.0,0.0,-302.0271840924719,0.0,2.704851508140564,0.8540861420333385,1.3898662328720093,0.8965,,,,,,,,,
133,13300,150.0,-209.20049204235835,50.0,50.0,50.0,-209.20049204235835,15.0,1.858416497707367,0.7454722230322659,1.281026691198349,0.895375,,,,,,,,,
134,13400,0.0,-221.4379869857286,0.0,0.0,0.0,-221.4379869857286,0.0,2.0990916043519974,0.645907199010253,1.3558825552463531,0.89425,,,,,,,,,
135,13500,30.0,-36.808889423370694,10.0,10.0,10.0,-36.808889423370694,3.0,2.3034414052963257,0.718112341593951,1.2562469840049744,0.893125,,,,,,,,,
136,13600,240.0,-154.4901273236915,80.0,80.0,80.0,-154.4901273236915,24.0,1.8424432873725891,0.6585697950795293,1.246787816286087,0.892,,,,,,,,,
137,13700,30.0,-84.37582043098756,10.0,10.0,10.0,-84.37582043098756,3.0,2.2550580501556396,0.6230488885194063,1.2425770163536072,0.890875,,,,,,,,,
138,13800,90.0,-234.01249269650944,30.0,30.0,30.0,-234.01249269650944,9.0,1.3060682564973831,0.7735868785530329,1.2886936962604523,0.88975,,,,,,,,,
139,13900,90.0,-30.0,30.0,30.0,30.0,-30.0,9.0,2.633715569972992,0.6067630872130394,1.3105555474758148,0.888625,,,,,,,,,
140,14000,0.0,-344.4273685028771,0.0,0.0,0.0,-344.4273685028771,0.0,2.526760548353195,0.8444567457772791,1.3717162311077118,0.8875,,,,,,,,,
141,14100,90.0,-86.3855424527041,30.0,30.0,30.0,-86.3855424527041,9.0,2.405803471803665,0.5727646574378014,1.3019039332866669,0.886375,,,,,,,,,
142,14200,0.0,-110.0903034248813,0.0,0.0,0.0,-110.0903034248813,0.0,2.506999045610428,0.8283091774210334,1.3592040240764618,0.88525,,,,,,,,,
143,14300,0.0,-15.383907388409813,0.0,0.0,0.0,-15.383907388409813,0.0,2.234051451086998,0.8094717711210251,1.347885400056839,0.884125,,,,,,,,,
144,14400,0.0,-204.08944475498126,0.0,0.0,0.0,-204.08944475498126,0.0,2.319349706172943,0.5392562933266163,1.2042527049779892,0.883,,,,,,,,,
145,14500,90.0,-114.7478838980811,30.0,30.0,30.0,-114.7478838980811,9.0,2.4166305363178253,0.6041253954172134,1.2802108079195023,0.881875,,,,,,,,,
146,14600,0.0,-588.5462918115861,0.0,0.0,0.0,-588.5462918115861,0.0,1.4131356626749039,0.7021806137636304,1.2433112263679504,0.88075,,,,,,,,,
147,14700,90.0,-43.69725654968597,30.0,30.0,30.0,-43.69725654968597,9.0,1.6177345663309097,0.7102048748638481,1.2438803315162659,0.879625,,,,,,,,,
148,14800,0.0,-476.4729331264851,0.0,0.0,0.0,-476.4729331264851,0.0,1.9777950644493103,0.5587225127965212,1.159856379032135,0.8785,,,,,,,,,
149,14900,0.0,-664.021474635004,0.0,0.0,0.0,-664.021474635004,0.0,1.729456216096878,0.6105111660435796,1.148461952805519,0.877375,,,,,,,,,
150,15000,0.0,-305.1781887273735,0.0,0.0,0.0,-305.1781887273735,0.0,2.71149805188179,0.7913063503801823,1.3285748660564423,0.87625,3.0,-848.0156849968711,33.0,-193.0644698098776,13.5,-847.0855529603444,0.3,3.3,1.35
151,15100,0.0,-684.9031752424586,0.0,0.0,0.0,-684.9031752424586,0.0,2.0821868032217026,0.7848763726651669,1.3042713701725006,0.8751249999999999,,,,,,,,,
152,15200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25654399394989,0.6095406729727983,1.264708325266838,0.874,,,,,,,,,
153,15300,0.0,-229.21715943858018,0.0,0.0,0.0,-229.21715943858018,0.0,1.9606090486049652,0.6360369166359305,1.1244602501392365,0.8728750000000001,,,,,,,,,
154,15400,90.0,-1299.994894226222,30.0,30.0,30.0,-1299.994894226222,9.0,3.1562898457050323,0.6886151842772961,1.1151873171329498,0.87175,,,,,,,,,
155,15500,0.0,-2.7285105481035696,0.0,0.0,0.0,-2.7285105481035696,0.0,2.4371778666973114,0.7994353231042624,1.2972746193408966,0.870625,,,,,,,,,
156,15600,30.0,-28.104760595497734,10.0,10.0,10.0,-28.104760595497734,3.0,2.015612304210663,0.8493045754730701,1.2909418046474457,0.8694999999999999,,,,,,,,,
157,15700,0.0,-158.3788402787993,0.0,0.0,0.0,-158.3788402787993,0.0,1.9989907890558243,0.8558983895927668,1.2890228033065796,0.868375,,,,,,,,,
158,15800,0.0,-794.5112740481807,0.0,0.0,0.0,-794.5112740481807,0.0,2.2100725769996643,0.7127863615751266,1.0972243398427963,0.86725,,,,,,,,,
159,15900,0.0,-126.5886122549705,0.0,0.0,0.0,-126.5886122549705,0.0,1.1097156926989555,0.7917919121682644,1.1774768829345703,0.866125,,,,,,,,,
160,16000,0.0,-99.13595090256811,0.0,0.0,0.0,-99.13595090256811,0.0,1.3757879436016083,0.8497801451012492,1.167266696691513,0.865,,,,,,,,,
161,16100,60.0,-436.06033239552903,20.0,20.0,20.0,-436.06033239552903,6.0,1.4764565080404282,0.8185299746692181,1.155069500207901,0.863875,,,,,,,,,
162,16200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0431795567274094,0.8732129754498601,1.2542375177145004,0.86275,,,,,,,,,
163,16300,0.0,-9.089138363947667,0.0,0.0,0.0,-9.089138363947667,0.0,2.104564219713211,0.8077903334051371,1.0823985785245895,0.861625,,,,,,,,,
164,16400,0.0,-36.10432562145726,0.0,0.0,0.0,-36.10432562145726,0.0,2.2385109961032867,0.831709498539567,1.2482712715864182,0.8605,,,,,,,,,
165,16500,90.0,-31.39044996339967,30.0,30.0,30.0,-31.39044996339967,9.0,2.3798656463623047,0.8331274632364511,1.2381602078676224,0.859375,,,,,,,,,
166,16600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21100914478302,0.5844323188066483,1.2171835601329803,0.85825,,,,,,,,,
167,16700,0.0,-494.4973516233942,0.0,0.0,0.0,-494.4973516233942,0.0,1.40046925842762,0.7792931366711855,1.1072751134634018,0.857125,,,,,,,,,
168,16800,0.0,-8.113317420797037,0.0,0.0,0.0,-8.113317420797037,0.0,1.7100459039211273,0.574713695794344,1.1955552995204926,0.856,,,,,,,,,
169,16900,0.0,-108.47616474753957,0.0,0.0,0.0,-108.47616474753957,0.0,0.8960040658712387,0.8090778663754463,1.093610793352127,0.854875,,,,,,,,,
170,17000,0.0,-112.42404193419947,0.0,0.0,0.0,-112.42404193419947,0.0,2.255481719970703,0.810896223410964,1.1999392062425613,0.85375,,,,,,,,,
171,17100,0.0,-71.50507908242115,0.0,0.0,0.0,-71.50507908242115,0.0,2.1663511991500854,0.7478282507508993,1.1971041858196259,0.852625,,,,,,,,,
172,17200,0.0,-104.34174185791574,0.0,0.0,0.0,-104.34174185791574,0.0,1.088634043931961,0.8239104561507702,1.0615832209587097,0.8514999999999999,,,,,,,,,
173,17300,90.0,-100.35973751358415,30.0,30.0,30.0,-100.35973751358415,9.0,2.1407180726528168,0.5735832713544369,1.1865457594394684,0.850375,,,,,,,,,
